Bin	secondary_cluster	primary_cluster	length	completeness	contamination	Secondary_sample_accession	MAG_source	Study	Oral_site	Age_BP	Country	Continent	R1_depth	Paired	Direction	Industrialization	sample_host
SEQF6646.1	3592_108	3592	2337099	99.33	0.67	SEQF6646.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF6669.1	3592_108	3592	2359913	99.33	0	SEQF6669.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
CM_cf__CF_TNFC039SA_t1M16__bin.8	3592_109	3592	1852545	74.66666667	0	CF_TNFC039SA_t1M16	Passoli2019	CM_cf	SL	7	Italy	Europe	44625059	Yes	Western	Industrial	Homo sapiens
SEQF6662.1	3592_110	3592	2308239	99.33	0	SEQF6662.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS077736__bin.36	3592_111	3592	1468170	86.22222222	0.666666667	SRS077736	Passoli2019	HMP_2012	TN	7	USA	North America	87595165	Yes	Western	Industrial	Homo sapiens
SEQF6675.1	3592_112	3592	2292653	99.33	0.67	SEQF6675.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016501__bin.9	3592_113	3592	2065633	91.33333333	0	SRS016501	Passoli2019	HMP_2012	TN	7	USA	North America	75134922	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016529__bin.5	3592_113	3592	2122544	99.33333333	0	SRS016529	Passoli2019	HMP_2012	TN	7	USA	North America	81951102	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS014573__bin.73	3592_114	3592	1108876	51.55555556	2	SRS014573	Passoli2019	HMP_2012	TN	7	USA	North America	82192656	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS063193__bin.14	3592_114	3592	1664761	83.33333333	3.333333333	SRS063193	Passoli2019	HMP_2012	TN	7	USA	North America	63942122	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS043663__bin.48	3592_115	3592	2002327	87.95555556	0	SRS043663	Passoli2019	HMP_2012	TN	7	USA	North America	130849555	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS062761__bin.17	3592_115	3592	1381996	62.62222222	0	SRS062761	Passoli2019	HMP_2012	TN	7	USA	North America	118116502	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS011243__bin.31	3592_116	3592	1206423	58.13333333	3.555555556	SRS011243	Passoli2019	HMP_2012	TN	7	USA	North America	72693775	Yes	Western	Industrial	Homo sapiens
SEQF6686.1	3592_117	3592	2309498	99.33	0	SEQF6686.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF6681.1	3592_118	3592	2296639	99.33	0	SEQF6681.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF6659.1	3592_119	3592	2269254	99.33	0	SEQF6659.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF6665.1	3592_120	3592	2374318	99.33	0	SEQF6665.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF6645.1	3592_121	3592	2299565	99.33	0.67	SEQF6645.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS020334__bin.23	3592_122	3592	1983334	85.66666667	4.166666667	SRS020334	Passoli2019	HMP_2012	TN	7	USA	North America	56826133	Yes	Western	Industrial	Homo sapiens
SEQF6667.1	3592_123	3592	2244809	99.33	0	SEQF6667.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
MGYG000299173	3592_124	3592	2280104	97.33	0	ERS7621665	MGNify	ERP125117	SL	7	France	Europe	3533774.31081081	Yes	Western	Industrial	Homo sapiens
MGYG000299173	3592_124	3592	2280104	97.33	0	ERS7621665	MGNify	ERP125117	SL	7	France	Europe	906451.707207207	No	Western	Industrial	Homo sapiens
HMP_2012__SRS023557__bin.28	3592_125	3592	1931135	74.13793103	0	SRS023557	Passoli2019	HMP_2012	TN	7	USA	North America	50380877	Yes	Western	Industrial	Homo sapiens
ERS12516935.bin.r.35	3592_126	3592	2523112	99.33	0	ERS12516935	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	118591324	Yes	Global South	Non_industrial	Homo sapiens
GWHAQFW00000000	3592_127	3592	1465453	67.87	0.67	RDPYD18088910	Zhu2022	Zhu2022	TN	7	China	Asia	57582410	Yes	Eastern	Industrial	Homo sapiens
MGYG000298714	3592_128	3592	2151009	93.33	0.4	SAMN14571027	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
HMP_2012__SRS015537__bin.15	3592_129	3592	1736406	61.03448276	0	SRS015537	Passoli2019	HMP_2012	TN	7	USA	North America	71509577	Yes	Western	Industrial	Homo sapiens
ERS12516985.bin.r.19	3592_130	3592	2335311	98.22	0	ERS12516985	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	50660312	Yes	Global South	Non_industrial	Homo sapiens
BritoIL_2016__M1.65.SA__bin.4	3592_131	3592	1746884	88	2	M1.65.SA	Passoli2019	BritoIL_2016	SL	7	Fiji	Oceania	13142380	Yes	Global South	Non_industrial	Homo sapiens
SEQF6640.1	3592_132	3592	2283079	99.33	2.83	SEQF6640.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
BritoIL_2016__W2.43.SA__bin.10	3592_133	3592	1926462	90.44444444	2.888888889	W2.43.SA	Passoli2019	BritoIL_2016	SL	7	Fiji	Oceania	27757524	Yes	Global South	Non_industrial	Homo sapiens
MGYG000298697	3592_134	3592	2281981	99.33	0	ERS7876879	MGNify	ERP131993	SL	7	China	Asia	16073348.4	Yes	Eastern	Industrial	Homo sapiens
ERS12516992.bin.r.40	3592_135	3592	2267052	99.33	0	ERS12516992	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	102591796	Yes	Global South	Non_industrial	Homo sapiens
MGYG000298559	3592_136	3592	2242311	99.33	0	ERS7876853	MGNify	ERP131993	SL	7	China	Asia	16073348.4	Yes	Eastern	Industrial	Homo sapiens
MGYG000298113	3592_137	3592	2110805	96.78	0	ERS7621741	MGNify	ERP125117	SL	7	France	Europe	3533774.31081081	Yes	Western	Industrial	Homo sapiens
MGYG000298113	3592_137	3592	2110805	96.78	0	ERS7621741	MGNify	ERP125117	SL	7	France	Europe	906451.707207207	No	Western	Industrial	Homo sapiens
MGYG000298338	3592_138	3592	2226556	99.33	0.39	SAMN14571033	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
BritoIL_2016__W3.20.SA__bin.3	3592_139	3592	2110647	97.33333333	0	W3.20.SA	Passoli2019	BritoIL_2016	SL	7	Fiji	Oceania	15311108	Yes	Global South	Non_industrial	Homo sapiens
BritoIL_2016__M2.48.SA__bin.8	3593_0	3593	1373613	70.03174603	1.744444444	M2.48.SA	Passoli2019	BritoIL_2016	SL	7	Fiji	Oceania	19262872	Yes	Global South	Non_industrial	Homo sapiens
ERS12516981.bin.r.27	3594_0	3594	1645303	73	0.67	ERS12516981	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	105634172	Yes	Global South	Non_industrial	Homo sapiens
ERS12516977.bin.r.7	3595_0	3595	1417040	63.95	0	ERS12516977	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	43622152	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS055426__bin.27	3596_0	3596	1175418	51.72413793	0	SRS055426	Passoli2019	HMP_2012	TN	7	USA	North America	37764921	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016319__bin.54	3597_0	3597	1284960	62.32222222	0.666666667	SRS016319	Passoli2019	HMP_2012	TN	7	USA	North America	95666232	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS022077__bin.68	3598_0	3598	1501615	63.79310345	0	SRS022077	Passoli2019	HMP_2012	TN	7	USA	North America	92359658	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS043239__bin.9	3599_0	3599	1274672	56.11269841	4.466666667	SRS043239	Passoli2019	HMP_2012	BM	7	USA	North America	13209679	Yes	Western	Industrial	Homo sapiens
MGYG000298616	3600_0	3600	1218993	52.98	0.06	ERS7621669	MGNify	ERP125117	SL	7	France	Europe	3533774.31081081	Yes	Western	Industrial	Homo sapiens
MGYG000298616	3600_0	3600	1218993	52.98	0.06	ERS7621669	MGNify	ERP125117	SL	7	France	Europe	906451.707207207	No	Western	Industrial	Homo sapiens
HMP_2012__SRS049147__bin.2	3601_0	3601	1054442	51.72413793	1.724137931	SRS049147	Passoli2019	HMP_2012	TN	7	USA	North America	100808509	Yes	Western	Industrial	Homo sapiens
MGYG000298897	3602_0	3602	1111976	55.61	0.33	ERS7621687	MGNify	ERP125117	SL	7	France	Europe	3533774.31081081	Yes	Western	Industrial	Homo sapiens
MGYG000298897	3602_0	3602	1111976	55.61	0.33	ERS7621687	MGNify	ERP125117	SL	7	France	Europe	906451.707207207	No	Western	Industrial	Homo sapiens
HMP_2012__SRS022719__bin.46	3603_1	3603	946344	56.03448276	0	SRS022719	Passoli2019	HMP_2012	TN	7	USA	North America	87119431	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS044662__bin.28	3603_1	3603	2169304	96.22222222	0	SRS044662	Passoli2019	HMP_2012	TN	7	USA	North America	56498719	Yes	Western	Industrial	Homo sapiens
GWHAPNB00000000	3604_1	3604	2456246	92.61	9.13	RDPYD18088934	Zhu2022	Zhu2022	TN	7	China	Asia	63382813	Yes	Eastern	Industrial	Homo sapiens
MGYG000298840	3604_2	3604	1997560	85.22	1.83	ERS7876857	MGNify	ERP131993	SL	7	China	Asia	16073348.4	Yes	Eastern	Industrial	Homo sapiens
ERS12516989.bin.r.10	3604_3	3604	2017072	64.83	3.45	ERS12516989	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	44917096	Yes	Global South	Non_industrial	Homo sapiens
ERS12516993.bin.r.12	3604_4	3604	2266045	99.33	2	ERS12516993	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	137836192	Yes	Global South	Non_industrial	Homo sapiens
BritoIL_2016__M1.38.SA__bin.3	3604_5	3604	2008033	91.22222222	0.666666667	M1.38.SA	Passoli2019	BritoIL_2016	SL	7	Fiji	Oceania	10830390	Yes	Global South	Non_industrial	Homo sapiens
ERS1202869.bin.r.6	3604_6	3604	1712639	78.39	4.56	ERS1202869	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	37623240	Yes	Global South	Non_industrial	Homo sapiens
BritoIL_2016__W2.63.SA__bin.10	3604_7	3604	2186054	96.44444444	1.761904762	W2.63.SA	Passoli2019	BritoIL_2016	SL	7	Fiji	Oceania	13834738	Yes	Global South	Non_industrial	Homo sapiens
MGYG000299249	3604_8	3604	2291235	99.33	0	ERS7766741	MGNify	DRP005925	SL	7	Japan	Asia	154314928.75	Yes	Eastern	Industrial	Homo sapiens
MGYG000299249	3604_8	3604	2291235	99.33	0	ERS7766741	MGNify	DRP005925	SL	7	Japan	Asia	4171492.5	No	Eastern	Industrial	Homo sapiens
ERS1202864.bin.r.1	3604_9	3604	1793408	71.28	2.28	ERS1202864	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	50569296	Yes	Global South	Non_industrial	Homo sapiens
ERS1202885.bin.r.9	3604_10	3604	2216065	97.5	1.33	ERS1202885	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	114378532	Yes	Global South	Non_industrial	Homo sapiens
ERS1202862.bin.r.9	3604_11	3604	1910674	73.83	5.51	ERS1202862	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	28472796	Yes	Global South	Non_industrial	Homo sapiens
MGYG000298857	3604_12	3604	2285419	99.11	0.94	ERS7876856	MGNify	ERP131993	SL	7	China	Asia	16073348.4	Yes	Eastern	Industrial	Homo sapiens
MGYG000298442	3604_13	3604	1938589	85.29	0.22	ERS7599794	MGNify	ERP108069	SL	7	China	Asia	18986049.25	Yes	Eastern	Industrial	Homo sapiens
ERS1202863.bin.r.6	3604_14	3604	2064535	92.94	2.44	ERS1202863	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	49047200	Yes	Global South	Non_industrial	Homo sapiens
GWHAQCQ00000000	3604_15	3604	1531336	70.83	0.06	RDPYD18075183	Zhu2022	Zhu2022	SL	7	China	Asia	53228711	Yes	Eastern	Industrial	Homo sapiens
SEQF6639.1	3604_16	3604	2292716	99.33	2	SEQF6639.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
GWHAPPC00000000	3604_17	3604	2286465	96.89	0.56	RDPYD18089255	Zhu2022	Zhu2022	TN	7	China	Asia	66066597	Yes	Eastern	Industrial	Homo sapiens
GWHAQST00000000	3605_0	3605	1285138	59.06	0	RDPYD18190869	Zhu2022	Zhu2022	TN	7	China	Asia	70639926	Yes	Eastern	Industrial	Homo sapiens
GWHAQBV00000000	3606_0	3606	1789979	68.28	5.33	RSZYD18187974	Zhu2022	Zhu2022	SL	7	China	Asia	79125100	Yes	Eastern	Industrial	Homo sapiens
ERS12516941.bin.r.9	3607_1	3607	1375872	78.94	0.33	ERS12516941	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	21164992	Yes	Global South	Non_industrial	Homo sapiens
ERS12516994.bin.r.20	3607_2	3607	2194272	94	0	ERS12516994	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	82473140	Yes	Global South	Non_industrial	Homo sapiens
ERS12516934.bin.r.27	3607_3	3607	2314733	99.33	0	ERS12516934	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	34184652	Yes	Global South	Non_industrial	Homo sapiens
ERS12516959.bin.r.3	3607_4	3607	2285500	92.22	3.33	ERS12516959	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	30165380	Yes	Global South	Non_industrial	Homo sapiens
ERS12516933.bin.r.6	3607_5	3607	2287440	99.11	3	ERS12516933	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	34707488	Yes	Global South	Non_industrial	Homo sapiens
ERS12516940.bin.r.18	3607_6	3607	2323781	93.67	0.56	ERS12516940	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	41866068	Yes	Global South	Non_industrial	Homo sapiens
ERS12516930.bin.r.18	3607_7	3607	2266405	98.67	0	ERS12516930	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	30448208	Yes	Global South	Non_industrial	Homo sapiens
ERS12516952.bin.r.14	3607_8	3607	2028939	59.48	6.9	ERS12516952	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	39805816	Yes	Global South	Non_industrial	Homo sapiens
ERS12516956.bin.r.3	3607_9	3607	2333086	98.44	0.33	ERS12516956	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	16736008	Yes	Global South	Non_industrial	Homo sapiens
ERS12516971.bin.r.4	3607_10	3607	2010107	79.22	0.33	ERS12516971	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	11998492	Yes	Global South	Non_industrial	Homo sapiens
ERS12516972.bin.r.4	3607_11	3607	1811356	83.06	1	ERS12516972	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	14837492	Yes	Global South	Non_industrial	Homo sapiens
ERS12516936.bin.r.15	3607_12	3607	1438022	60.17	4.67	ERS12516936	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	50619612	Yes	Global South	Non_industrial	Homo sapiens
ERS12516973.bin.r.21	3607_13	3607	1845469	70.69	0	ERS12516973	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	65696480	Yes	Global South	Non_industrial	Homo sapiens
ERS12516938.bin.r.32	3607_14	3607	2254549	99.11	0	ERS12516938	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	58325416	Yes	Global South	Non_industrial	Homo sapiens
ERS12516932.bin.r.5	3607_15	3607	2208234	96.33	0.67	ERS12516932	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	58720204	Yes	Global South	Non_industrial	Homo sapiens
ERS1202878.bin.r.2	3607_16	3607	1472388	70.87	0.94	ERS1202878	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	216286652	Yes	Global South	Non_industrial	Homo sapiens
ERS1202881.bin.r.6	3607_17	3607	1821062	77.96	1	ERS1202881	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	39867324	Yes	Global South	Non_industrial	Homo sapiens
ERS1202880.bin.r.4	3607_18	3607	2211876	97.78	0	ERS1202880	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	33496460	Yes	Global South	Non_industrial	Homo sapiens
ERS12516966.bin.r.1	3607_19	3607	2237593	99.11	0	ERS12516966	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	24792668	Yes	Global South	Non_industrial	Homo sapiens
ERS12516967.bin.r.53	3607_20	3607	2269788	92.22	3.33	ERS12516967	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	76092584	Yes	Global South	Non_industrial	Homo sapiens
ERS12516961.bin.r.4	3607_21	3607	2171992	98	0	ERS12516961	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	74016652	Yes	Global South	Non_industrial	Homo sapiens
ERS12516944.bin.r.8	3607_22	3607	2182711	93.83	0.72	ERS12516944	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	45815152	Yes	Global South	Non_industrial	Homo sapiens
ERS12516945.bin.r.7	3607_23	3607	2451619	88.61	1.87	ERS12516945	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	12018388	Yes	Global South	Non_industrial	Homo sapiens
ERS12516946.bin.r.4	3607_24	3607	2126663	90.5	0.22	ERS12516946	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	51923752	Yes	Global South	Non_industrial	Homo sapiens
ERS12516965.bin.r.3	3607_25	3607	1544666	71.11	1.33	ERS12516965	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	15403128	Yes	Global South	Non_industrial	Homo sapiens
ERS12516953.bin.r.20	3607_26	3607	2270902	97.33	0	ERS12516953	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	40484784	Yes	Global South	Non_industrial	Homo sapiens
ERS12516951.bin.r.19	3607_27	3607	2329490	94	1.2	ERS12516951	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	76752056	Yes	Global South	Non_industrial	Homo sapiens
ERS12516988.bin.r.37	3607_28	3607	2175136	96	0.33	ERS12516988	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	62587740	Yes	Global South	Non_industrial	Homo sapiens
ERS12516962.bin.r.75	3607_29	3607	2334744	97.33	5	ERS12516962	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	252721172	Yes	Global South	Non_industrial	Homo sapiens
ERS12516963.bin.r.48	3607_30	3607	2199624	95.67	0.67	ERS12516963	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	93653948	Yes	Global South	Non_industrial	Homo sapiens
ERS12516991.bin.r.6	3607_31	3607	1142675	52.78	2	ERS12516991	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	36191708	Yes	Global South	Non_industrial	Homo sapiens
ERS12516943.bin.r.4	3607_32	3607	2445560	97.39	2.17	ERS12516943	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	11584448	Yes	Global South	Non_industrial	Homo sapiens
ERS12516958.bin.r.3	3607_33	3607	2281763	93.44	1.33	ERS12516958	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	16308780	Yes	Global South	Non_industrial	Homo sapiens
ERS12516931.bin.r.15	3607_34	3607	2211409	99.33	0	ERS12516931	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	64564376	Yes	Global South	Non_industrial	Homo sapiens
ERS12516957.bin.r.1	3608_0	3608	1884659	68.79	6.67	ERS12516957	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	16379232	Yes	Global South	Non_industrial	Homo sapiens
ERS12516975.bin.r.23	3609_0	3609	1180552	62.5	0.67	ERS12516975	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	45596184	Yes	Global South	Non_industrial	Homo sapiens
ERS1202882.bin.r.5	3610_0	3610	1751893	70.28	2.07	ERS1202882	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	37777308	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS048719__bin.3	3611_0	3611	1589125	77.25079365	2.333333333	SRS048719	Passoli2019	HMP_2012	BM	7	USA	North America	7855809	Yes	Western	Industrial	Homo sapiens
ERS12516979.bin.r.6	3612_0	3612	1509724	67.33	1	ERS12516979	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	42644460	Yes	Global South	Non_industrial	Homo sapiens
GWHAPPN00000000	3613_0	3613	1150741	50.5	0	RDPYD18089284	Zhu2022	Zhu2022	TN	7	China	Asia	84457783	Yes	Eastern	Industrial	Homo sapiens
ERS1202867.bin.r.2	3614_0	3614	1104089	51.03	1.51	ERS1202867	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	33516704	Yes	Global South	Non_industrial	Homo sapiens
MGYG000298199	3615_0	3615	1205835	55.69	0.56	ERS6079582	MGNify	ERP127558	SL	7	Spain	Europe	15717140.1923077	Yes	Western	Industrial	Homo sapiens
CMC032.B.bin.r.3	3616_0	3616	1563126	58.64	7.33	CMC032.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	222525433	Yes	Global South	Non_industrial	Homo sapiens
GWHAQRW00000000	3617_0	3617	966935	54.67	0	RDPYD18190847	Zhu2022	Zhu2022	TN	7	China	Asia	70876988	Yes	Eastern	Industrial	Homo sapiens
BritoIL_2016__W3.22.SA__bin.12	3618_0	3618	819494	53.31746032	0	W3.22.SA	Passoli2019	BritoIL_2016	SL	7	Fiji	Oceania	42270612	Yes	Global South	Non_industrial	Homo sapiens
FerrettiP_2018__CA_C10001IS2010SA_t2M15__bin.1	3619_1	3619	995787	56.89655172	0	CA_C10001IS2010SA_t2M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	4603987	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10002IS2024SA_t2M15__bin.2	3619_1	3619	1741258	90	0	CA_C10002IS2024SA_t2M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	15635365	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10003IS2038SA_t2M15__bin.3	3619_1	3619	1077758	65.51724138	0	CA_C10003IS2038SA_t2M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	11513539	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10006IS2085SA_t1M15__bin.1	3619_1	3619	1830413	93.33333333	0	CA_C10006IS2085SA_t1M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	3259216	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10006IS2088SA_t2M15__bin.1	3619_1	3619	2168634	98	0.666666667	CA_C10006IS2088SA_t2M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	4137671	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10024IS2412SA_t2M15__bin.3	3619_1	3619	1679316	91.33333333	0	CA_C10024IS2412SA_t2M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	1389564	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10034IS2588SA_t2M15__bin.1	3619_1	3619	1262973	54.03333333	1.333333333	CA_C10034IS2588SA_t2M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	8000185	Yes	Western	Industrial	Homo sapiens
SEQF6679.1	3619_2	3619	2236411	99.33	0	SEQF6679.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
ERS12516937.bin.r.23	3620_1	3620	1802447	70.66	6.9	ERS12516937	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	22491992	Yes	Global South	Non_industrial	Homo sapiens
ERS12516954.bin.r.4	3620_2	3620	1208718	66.07	1	ERS12516954	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	46998516	Yes	Global South	Non_industrial	Homo sapiens
ERS1202884.bin.r.10	3620_3	3620	1561127	72.71	5	ERS1202884	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	162465128	Yes	Global South	Non_industrial	Homo sapiens
ERS12516968.bin.r.37	3620_4	3620	1474396	71.55	3.45	ERS12516968	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	99155760	Yes	Global South	Non_industrial	Homo sapiens
MGYG000298368	3620_5	3620	2038795	95.11	0	SAMN14571032	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
SEQF6654.1	3620_6	3620	2239545	99.11	0	SEQF6654.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS018591__bin.11	3620_7	3620	2028114	96.66666667	0.333333333	SRS018591	Passoli2019	HMP_2012	TN	7	USA	North America	85692719	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS051791__bin.41	3620_7	3620	1770768	88.22222222	0	SRS051791	Passoli2019	HMP_2012	TN	7	USA	North America	94025503	Yes	Western	Industrial	Homo sapiens
CM_cf__CF_TNFC060SA_t1M16__bin.3	3620_8	3620	1962827	88.77777778	0.666666667	CF_TNFC060SA_t1M16	Passoli2019	CM_cf	SL	7	Italy	Europe	4923497	Yes	Western	Industrial	Homo sapiens
CM_cf__CF_TNFC059SA_t1M16__bin.1	3620_9	3620	1698952	80.44444444	0.333333333	CF_TNFC059SA_t1M16	Passoli2019	CM_cf	SL	7	Italy	Europe	1948383	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10009MS2133SA_t0M15__bin.19	3620_10	3620	2122658	97.77777778	1.333333333	CA_C10009MS2133SA_t0M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	25017903	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015537__bin.16	3620_11	3620	1891379	78.34444444	1.333333333	SRS015537	Passoli2019	HMP_2012	TN	7	USA	North America	71509577	Yes	Western	Industrial	Homo sapiens
SEQF6672.1	3620_12	3620	2245099	98.78	0	SEQF6672.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
MGYG000299154	3620_13	3620	2236043	99.11	0.67	ERS7876795	MGNify	ERP131993	SL	7	China	Asia	16073348.4	Yes	Eastern	Industrial	Homo sapiens
FerrettiP_2018__CA_C10015IS2250SA_t2M15__bin.2	3620_14	3620	968940	58.62068966	0	CA_C10015IS2250SA_t2M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	4216137	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10023IS2394SA_t2M15__bin.3	3620_14	3620	1068393	56.66666667	0	CA_C10023IS2394SA_t2M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	4670221	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10055IS2966SA_t2M16__bin.10	3620_14	3620	1153365	69.12225705	0	CA_C10055IS2966SA_t2M16	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	64720231	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10042MS2723SA_t0M16__bin.24	3620_15	3620	1918805	90.11111111	2.333333333	CA_C10042MS2723SA_t0M16	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	40775715	Yes	Western	Industrial	Homo sapiens
