"Bin"	"prepublication_bin"	"length"	"completeness"	"contamination"	"Secondary_sample_accession"	"prepublication_secondary_sample_accession"	"MAG_source"	"Study"	"Oral_site"	"Age_BP"	"Country"	"Continent"	"Industrialization"	"sample_host"	"Host"	"Sample"	"primary_cluster"	"log_age"	"latitude"	"longitude"	"checkM.genome_size"	"checkM.GC"	"GUNC.n_contigs"	"checkM.N50_contigs"	"checkM.completeness"	"checkM.contamination"	"checkM2.completeness"	"checkM2.contamination"	"pass.GUNC"	"quast_n_contigs"	"quast_total_length"	"quast_GC"	"quast_N50"	"Cas_subtype_1"	"Cas_subtype_2"	"CAZyme"	"nimI"	"Prophage"	"completeness_mcr"	"completeness_mtr_mcr"	"total_snps"	"fastBAPS_cluster"
"ERS2985784.bin.r.16"	"ERS2985784.bin.r.16"	1791360	94.46	1.87	"ERS2985784"	"ERS2985784"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985784-megahit_016"	1188	2.30102999566398	51.752	-1.257	1791360	28.4	190	14955	94.46	1.87	89.37	0.41	"TRUE"	190	1791360	28.39	14955	"III-A"	"None"	"GT4|GT2|GT81|GH154|GT66"	"Absent"	"Absent"	"Present"	"Present"	639	"1188_9"
"ERS3774422.bin.r.18"	"ERS3774422.bin.r.18"	1891930	100	0	"ERS3774422"	"ERS3774422"	"Ancient"	"FellowsYates2021-nonhumanDNA"	"anc_calculus"	200	"Uganda"	"Africa"	"Non-human primate"	"Pan troglodytes schweinfurthii"	"Chimpanzee"	"ERS3774422-megahit_018"	1188	2.30102999566398	0.48	30.38	1891930	28	95	33659	100	0	99.64	0.29	"TRUE"	95	1891930	28.03	33659	"III-A"	"I-B"	"GT2|GH154|GT81|GT4|GT66"	"Absent"	"Absent"	"Present"	"Present"	881	"1188_1"
"ERS3774474.bin.r.2"	"ERS3774474.bin.r.2"	1297895	75.69	0	"ERS3774474"	"ERS3774474"	"Ancient"	"FellowsYates2021-humanaDNA"	"anc_calculus"	300	"Morocco"	"Africa"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS3774474-megahit_002"	1188	2.47712125471966	31.51	-9.76	1297895	29.5	634	2239	75.69	0	73.37	0.72	"TRUE"	634	1297895	29.47	2239	"None"	"None"	"GT66|GT2|GT4|GH154"	"Absent"	"Absent"	"Present"	"Present"	510	"1188_4"
"ERS6205401.bin.r.2"	"ERS6205401.bin.r.2"	1657876	64.49	5.61	"ERS6205401"	"ERS6205401"	"Ancient"	"Granehall2021"	"anc_calculus"	1300	"Italy"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6205401-megahit_002"	1188	3.11394335230684	46.73	11.67	1657876	27.7	246	9974	64.49	5.61	82.86	3.52	"TRUE"	247	1657876	27.67	9974	"III-A"	"None"	"GT2|GT4|GH154|GT66|GT81"	"Absent"	"Absent"	"Present"	"Missing"	722	"1188_1"
"ERS6256688.bin.r.5"	"ERS6256688.bin.r.5"	1805068	89.01	3.2	"ERS6256688"	"ERS6256688"	"Ancient"	"Ottoni2021"	"anc_calculus"	400	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256688-megahit_005"	1188	2.60205999132796	44.557	22.026	1805068	28	229	10182	89.01	3.2	86.27	1.64	"TRUE"	229	1805068	27.97	10182	"III-A"	"None"	"GT66|GT2|GH154|GT81|GT4"	"Absent"	"Absent"	"Present"	"Present"	859	"1188_1"
"ERS15409340.bin.r.4"	"ERSX0004003.bin.r.4"	1676139	92	0	"ERS15409340"	"ERSX0004003"	"Ancient"	"PacificCalculus"	"anc_calc"	350	"Rapa_Nui"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004003-megahit_004"	1188	2.54406804435028	-27.1201	-109.3632	1676139	28.5	457	4570	92	0	93.86	0.24	"TRUE"	458	1676139	28.47	4570	"III-A"	"None"	"GT2|GH154|GT66|GT4"	"Absent"	"Absent"	"Present"	"Present"	1187	"1188_2"
"ERS15409341.bin.r.9"	"ERSX0004004.bin.r.9"	1864921	98.4	0	"ERS15409341"	"ERSX0004004"	"Ancient"	"PacificCalculus"	"anc_calc"	350	"Rapa_Nui"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004004-megahit_009"	1188	2.54406804435028	-27.1201	-109.3632	1864921	28	296	8493	98.4	0	97.79	0.33	"TRUE"	296	1864921	28.04	8493	"III-A"	"None"	"GT2|GT4|GT81|GT66|GH154"	"Absent"	"Absent"	"Present"	"Missing"	1204	"1188_2"
"ERS15409344.bin.r.2"	"ERSX0004007.bin.r.2"	1621088	90.8	0	"ERS15409344"	"ERSX0004007"	"Ancient"	"PacificCalculus"	"anc_calc"	350	"Rapa_Nui"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004007-megahit_002"	1188	2.54406804435028	-27.1201	-109.3632	1621088	28.5	522	3725	90.8	0	92.13	0.31	"TRUE"	525	1621088	28.53	3725	"III-A"	"None"	"GT2|GT66|GT4|GH154|GT81"	"Absent"	"Absent"	"Present"	"Present"	1189	"1188_2"
"ERS15409351.bin.r.1"	"ERSX0004014.bin.r.1"	1739748	93.2	0	"ERS15409351"	"ERSX0004014"	"Ancient"	"PacificCalculus"	"anc_calc"	350	"Rapa_Nui"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004014-megahit_001"	1188	2.54406804435028	-27.1002	-109.3437	1739748	28.2	461	4665	93.2	0	95.12	0.18	"TRUE"	464	1739748	28.2	4665	"III-A"	"None"	"GT2|GT81|GT66|GT4|GH154"	"Absent"	"Absent"	"Present"	"Present"	1183	"1188_2"
"ERS15409355.bin.r.6"	"ERSX0004018.bin.r.6"	1653066	92.4	1.28	"ERS15409355"	"ERSX0004018"	"Ancient"	"PacificCalculus"	"anc_calc"	215	"Efate"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004018-megahit_006"	1188	2.33243845991561	-17.6667	168.4167	1653066	28.5	497	4314	92.4	1.28	90.48	0.98	"TRUE"	498	1653066	28.51	4314	"III-A"	"None"	"GT4|GT2|GH154|GT66|GT81"	"Absent"	"Absent"	"Present"	"Present"	1017	"1188_5"
"ERS15409361.bin.r.3"	"ERSX0004024.bin.r.3"	1718615	94.87	0	"ERS15409361"	"ERSX0004024"	"Ancient"	"PacificCalculus"	"anc_calc"	390	"Futuna"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004024-megahit_003"	1188	2.5910646070265	-19.5116	170.23	1718615	28.3	475	4637	94.87	0	93.94	0.17	"TRUE"	477	1718615	28.32	4637	"III-A"	"None"	"GT2|GT66|GT4|GH154"	"Absent"	"Absent"	"Present"	"Present"	1107	"1188_2"
"ERS15409397.bin.r.5"	"ERSX0004066.bin.r.5"	1233826	77.22	0	"ERS15409397"	"ERSX0004066"	"Ancient"	"PacificCalculus"	"anc_calc"	485	"Taumako_Duff_Islands"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004066-megahit_005"	1188	2.68574173860226	-9.95	167.216667	1233826	29.2	645	2002	77.22	0	72.7	0.62	"TRUE"	646	1233826	29.17	2002	"None"	"None"	"GT4|GH154|GT2|GT66"	"Absent"	"Absent"	"Present"	"Present"	649	"1188_5"
"ERS15409403.bin.r.7"	"ERSX0004072.bin.r.7"	1827560	96.8	0	"ERS15409403"	"ERSX0004072"	"Ancient"	"PacificCalculus"	"anc_calc"	485	"Taumako_Duff_Islands"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004072-megahit_007"	1188	2.68574173860226	-9.95	167.216667	1827560	28.1	350	6805	96.8	0	95.71	0.44	"TRUE"	351	1827560	28.14	6805	"III-A"	"I-B"	"GT4|GT2|GT81|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	867	"1188_5"
"ERS15409414.bin.r.1"	"ERSX0004083.bin.r.1"	1946287	99.2	0	"ERS15409414"	"ERSX0004083"	"Ancient"	"PacificCalculus"	"anc_calc"	1500	"Viti_Levu"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004083-megahit_001"	1188	3.17609125905568	-18.15	177.5	1946287	28.1	230	13786	99.2	0	98.97	0.32	"TRUE"	230	1946287	28.09	13786	"III-A"	"I-B"	"GT2|GT4|GH154|GT81|GT66"	"Absent"	"Absent"	"Present"	"Present"	875	"1188_5"
"ERS15409415.bin.r.1"	"ERSX0004084.bin.r.1"	1841700	98.4	0	"ERS15409415"	"ERSX0004084"	"Ancient"	"PacificCalculus"	"anc_calc"	1500	"Viti_Levu"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004084-megahit_001"	1188	3.17609125905568	-18.15	177.5	1841700	28	151	19667	98.4	0	94.42	0.19	"TRUE"	151	1841700	28	19667	"I-B"	"None"	"GT4|GT81|GT2|GH154|GT66"	"Absent"	"Absent"	"Present"	"Present"	836	"1188_5"
"ERS15409416.bin.r.1"	"ERSX0004085.bin.r.1"	1867213	99.2	0.04	"ERS15409416"	"ERSX0004085"	"Ancient"	"PacificCalculus"	"anc_calc"	1500	"Viti_Levu"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004085-megahit_001"	1188	3.17609125905568	-18.15	177.5	1867213	28	311	8658	99.2	0.04	98.75	0.41	"TRUE"	311	1867213	27.98	8658	"III-A"	"I-B"	"GT2|GT81|GT66|GT4|GH154"	"Absent"	"Absent"	"Present"	"Present"	865	"1188_5"
"ERS15409431.bin.r.4"	"ERSX0004102.bin.r.4"	1811698	96.8	0	"ERS15409431"	"ERSX0004102"	"Ancient"	"PacificCalculus"	"anc_calc"	454	"Raiatea"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004102-megahit_004"	1188	2.6570558528571	-16.8333	-151.4	1811698	28.2	394	6136	96.8	0	96.69	0.55	"TRUE"	396	1811698	28.18	6136	"III-A"	"None"	"GT2|GT4|GT81|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	858	"1188_5"
"ERS15409432.bin.r.4"	"ERSX0004103.bin.r.4"	1945029	99.2	0	"ERS15409432"	"ERSX0004103"	"Ancient"	"PacificCalculus"	"anc_calc"	454	"Raiatea"	"Oceania"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERSX0004103-megahit_004"	1188	2.6570558528571	-16.8333	-151.4	1945029	27.9	212	13976	99.2	0	99.47	0.38	"TRUE"	212	1945029	27.85	13976	"III-A"	"I-B"	"GT2|GT4|GT81|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	868	"1188_5"
"SRS15300786.bin.r.7"	"SRS15300786.bin.r.7"	1031279	66.99	0.04	"SRS15300786"	"SRS15300786"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300786-megahit_007"	1188	2.84509804001426	36.084621	-96.921387	1031279	28.8	378	2772	66.99	0.04	61.37	0.11	"TRUE"	378	1031279	28.8	2772	"None"	"None"	"GT81|GT4|GT2|GT66|GH154"	"Absent"	"Absent"	"Missing"	"Present"	626	"1188_6"
"SRS15300788.bin.r.4"	"SRS15300788.bin.r.4"	1636604	95.04	1.6	"SRS15300788"	"SRS15300788"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300788-megahit_004"	1188	2.84509804001426	36.084621	-96.921387	1636604	28.1	243	8883	95.04	1.6	90.04	0.26	"TRUE"	243	1636604	28.11	8883	"III-A"	"None"	"GT2|GT4|GT66|GT81"	"Absent"	"Absent"	"Present"	"Present"	1031	"1188_6"
"SRS15300790.bin.r.1"	"SRS15300790.bin.r.1"	1176243	73.24	0.8	"SRS15300790"	"SRS15300790"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300790-megahit_001"	1188	2.84509804001426	36.084621	-96.921387	1176243	28.8	412	2964	73.24	0.8	62.52	0.92	"TRUE"	412	1176243	28.83	2964	"None"	"None"	"GT66|GT4|GH154|GT2"	"Absent"	"Absent"	"Present"	"Present"	592	"1188_6"
"SRS15300793.bin.r.2"	"SRS15300793.bin.r.2"	1944946	100	0	"SRS15300793"	"SRS15300793"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300793-megahit_002"	1188	2.84509804001426	36.084621	-96.921387	1944946	27.9	93	35796	100	0	99.85	0.81	"TRUE"	93	1944946	27.92	35796	"I-B"	"None"	"GT81|GH154|GT2|GT66|GT4"	"Absent"	"Absent"	"Present"	"Present"	1293	"1188_6"
"SRS15300794.bin.r.1"	"SRS15300794.bin.r.1"	2000961	100	0	"SRS15300794"	"SRS15300794"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300794-megahit_001"	1188	2.84509804001426	36.084621	-96.921387	2000961	28	97	36963	100	0	99.79	1.37	"TRUE"	97	2000961	28.01	36963	"III-A"	"None"	"GT4|GT66|GT2|GT81|GH154"	"Absent"	"Present"	"Present"	"Present"	767	"1188_3"
"SRS15300795.bin.r.10"	"SRS15300795.bin.r.10"	1923379	100	0.4	"SRS15300795"	"SRS15300795"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300795-megahit_010"	1188	2.84509804001426	36.084621	-96.921387	1923379	28	122	21682	100	0.4	99.74	0.93	"TRUE"	122	1923379	28.03	21682	"None"	"None"	"GT2|GT66|GT4|GT81|GH154"	"Absent"	"Present"	"Present"	"Present"	784	"1188_3"
"SRS15300800.bin.r.5"	"SRS15300800.bin.r.5"	1899081	96	0	"SRS15300800"	"SRS15300800"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300800-megahit_005"	1188	2.84509804001426	36.084621	-96.921387	1899081	27.8	119	27963	96	0	93.95	1.18	"TRUE"	119	1899081	27.84	27963	"III-A"	"None"	"GT2|GT66|GT4|GT81|GH154"	"Absent"	"Present"	"Missing"	"Present"	752	"1188_3"
"SRS15300801.bin.r.8"	"SRS15300801.bin.r.8"	2042496	100	0	"SRS15300801"	"SRS15300801"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300801-megahit_008"	1188	2.84509804001426	36.084621	-96.921387	2042496	28	116	30853	100	0	99.87	1.02	"TRUE"	116	2042496	27.99	30853	"None"	"None"	"GT2|GT66|GT4|GT81|GH154"	"Absent"	"Present"	"Present"	"Present"	808	"1188_3"
"SRS15300802.bin.r.12"	"SRS15300802.bin.r.12"	1848230	97.29	1.6	"SRS15300802"	"SRS15300802"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300802-megahit_012"	1188	2.84509804001426	36.084621	-96.921387	1848230	28.1	167	16520	97.29	1.6	92.69	1.09	"TRUE"	167	1848230	28.12	16520	"III-A"	"None"	"GT2|GT4|GT81|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	1135	"1188_6"
"SRS15300805.bin.r.15"	"SRS15300805.bin.r.15"	1964256	100	0.8	"SRS15300805"	"SRS15300805"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300805-megahit_015"	1188	2.84509804001426	36.084621	-96.921387	1964256	28	99	36395	100	0.8	99.59	0.97	"TRUE"	99	1964256	28.02	36395	"I-B"	"None"	"GT4|GT81|GH154|GT2|GT66"	"Absent"	"Present"	"Present"	"Present"	983	"1188_6"
"SRS15300807.bin.r.6"	"SRS15300807.bin.r.6"	889600	55.54	0	"SRS15300807"	"SRS15300807"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300807-megahit_006"	1188	2.84509804001426	36.084621	-96.921387	889600	28.6	348	2558	55.54	0	52.56	0.67	"TRUE"	348	889600	28.63	2558	"III-A"	"None"	"GT81|GT66|GT2|GH154"	"Absent"	"Absent"	"Present"	"Missing"	337	"1188_9"
"SRS15300808.bin.r.3"	"SRS15300808.bin.r.3"	1947017	100	1.6	"SRS15300808"	"SRS15300808"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300808-megahit_003"	1188	2.84509804001426	36.084621	-96.921387	1947017	28.1	185	16075	100	1.6	99.34	1.03	"TRUE"	187	1947017	28.08	16075	"III-A"	"None"	"GT2|GT4|GT81|GH154"	"Absent"	"Absent"	"Present"	"Present"	789	"1188_3"
"SRS15300811.bin.r.16"	"SRS15300811.bin.r.16"	1947683	100	0	"SRS15300811"	"SRS15300811"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300811-megahit_016"	1188	2.84509804001426	36.084621	-96.921387	1947683	28	99	32968	100	0	99.69	0.64	"TRUE"	100	1947683	28.05	32968	"III-A"	"None"	"GT4|GT2|GH154|GT81|GT66|CE4"	"Absent"	"Absent"	"Present"	"Present"	1199	"1188_6"
"SRS3078091.bin.r.1"	"SRS3078091.bin.r.1"	1095313	70.7	0	"SRS3078091"	"SRS3078091"	"Ancient"	"Mann2018"	"anc_calculus"	1000	"Ireland"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS3078091-megahit_001"	1188	3	54.005	-8.201	1095313	29.5	371	3129	70.7	0	67.46	0.41	"TRUE"	373	1095313	29.47	3129	"III-A"	"None"	"GT2|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	716	"1188_1"
"SRS3078158.bin.r.1"	"SRS3078158.bin.r.1"	1210297	71.6	1.2	"SRS3078158"	"SRS3078158"	"Ancient"	"Mann2018"	"anc_calculus"	1000	"Ireland"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS3078158-megahit_001"	1188	3	54.005	-8.201	1210297	29.4	424	2981	71.6	1.2	70.23	0.6	"TRUE"	424	1210297	29.37	2981	"III-A"	"II-D"	"GT2|GT66"	"Absent"	"Absent"	"Present"	"Present"	709	"1188_1"
"SRS3078160.bin.r.7"	"SRS3078160.bin.r.7"	1307743	77.01	8.12	"SRS3078160"	"SRS3078160"	"Ancient"	"Mann2018"	"anc_calculus"	300	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS3078160-megahit_007"	1188	2.47712125471966	52.548	4.912	1307743	29.6	447	3170	77.01	8.12	69.45	4.66	"TRUE"	447	1307743	29.59	3170	"None"	"None"	"GT81|GT2|GT4"	"Absent"	"Absent"	"Present"	"Present"	460	"1188_7"
"SRS3078200.bin.r.1"	"SRS3078200.bin.r.1"	2000849	100	0	"SRS3078200"	"SRS3078200"	"Ancient"	"Mann2018"	"anc_calculus"	800	"Guadeloupe"	"Caribbean"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS3078200-megahit_001"	1188	2.90308998699194	16.254	-61.203	2000849	27.9	150	24156	100	0	99.4	1.19	"TRUE"	150	2000849	27.87	24156	"III-A"	"I-B"	"GT66|GT4|GT81|GT2|GH154"	"Absent"	"Absent"	"Present"	"Present"	644	"1188_8"
"SRS4625245.bin.r.24"	"SRS4625245.bin.r.24"	1981000	98.4	0.8	"SRS4625245"	"SRS4625245"	"Ancient"	"Ozga2019"	"anc_calculus"	100	"Tanzania"	"Africa"	"Non-human primate"	"Pan troglodytes schweinfurthii"	"Chimpanzee"	"SRS4625245-megahit_024"	1188	2	-4.69	29.62	1981000	27.9	234	12269	98.4	0.8	94.94	1.31	"TRUE"	234	1981000	27.93	12269	"I-B"	"None"	"GT4|GT2|GT81|GT66|GH154"	"Absent"	"Absent"	"Missing"	"Present"	612	"1188_4"
"SRS6212650.bin.r.4"	"SRS6212650.bin.r.4"	1255530	80.12	1.6	"SRS6212650"	"SRS6212650"	"Ancient"	"Eisenhofer2020"	"anc_calculus"	230	"Japan"	"Asia"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS6212650-megahit_004"	1188	2.36172783601759	35.71	139.78	1255530	29.7	607	2279	80.12	1.6	74.63	0.29	"TRUE"	608	1255530	29.71	2279	"III-A"	"None"	"GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	649	"1188_1"
"SRS6212652.bin.r.6"	"SRS6212652.bin.r.6"	1747561	97.6	1.2	"SRS6212652"	"SRS6212652"	"Ancient"	"Eisenhofer2020"	"anc_calculus"	230	"Japan"	"Asia"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS6212652-megahit_006"	1188	2.36172783601759	35.71	139.78	1747561	28.5	455	4815	97.6	1.2	97.95	1	"TRUE"	456	1747561	28.54	4815	"III-A"	"I-B"	"GT81|GT2|GH154|GT66|GT4"	"Absent"	"Absent"	"Present"	"Present"	860	"1188_1"
"SRS6212654.bin.r.5"	"SRS6212654.bin.r.5"	1817497	97.6	0	"SRS6212654"	"SRS6212654"	"Ancient"	"Eisenhofer2020"	"anc_calculus"	230	"Japan"	"Asia"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS6212654-megahit_005"	1188	2.36172783601759	35.71	139.78	1817497	28.3	277	10061	97.6	0	96.15	0.38	"TRUE"	277	1817497	28.26	10061	"III-A"	"None"	"GT2|GT81|GT4|GH154|GT66"	"Absent"	"Present"	"Present"	"Missing"	886	"1188_1"
"SRS6212661.bin.r.5"	"SRS6212661.bin.r.5"	1873001	100	0	"SRS6212661"	"SRS6212661"	"Ancient"	"Eisenhofer2020"	"anc_calculus"	230	"Japan"	"Asia"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS6212661-megahit_005"	1188	2.36172783601759	35.71	139.78	1873001	28.1	196	13647	100	0	98.95	0.37	"TRUE"	196	1873001	28.09	13647	"III-A"	"None"	"GT2|GH154|GT81|GT66|GT4"	"Absent"	"Absent"	"Present"	"Present"	876	"1188_1"
"SRS7212790.bin.r.1"	"SRS7212790.bin.r.1"	1532497	90	2.04	"SRS7212790"	"SRS7212790"	"Ancient"	"Jacobson2020"	"anc_calculus"	1400	"Belize"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS7212790-megahit_001"	1188	3.14612803567824	17.53	-89.11	1532497	28.7	336	5511	90	2.04	76.87	0.32	"TRUE"	336	1532497	28.65	5511	"None"	"None"	"GT2|GT81|GT4"	"Absent"	"Absent"	"Present"	"Present"	650	"1188_9"
"SRS7212792.bin.r.4"	"SRS7212792.bin.r.4"	1592612	94.87	5.06	"SRS7212792"	"SRS7212792"	"Ancient"	"Jacobson2020"	"anc_calculus"	1300	"Belize"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS7212792-megahit_004"	1188	3.11394335230684	17.53	-89.11	1592612	29.3	571	3330	94.87	5.06	77.9	0.51	"TRUE"	571	1592612	29.27	3330	"III-A"	"None"	"GT2|GH154|GT4"	"Absent"	"Absent"	"Present"	"Present"	564	"1188_9"
"SRS15300787.bin.r.5"	"SRS15300787.bin.r.5"	1584545	50	5.61	"SRS15300787"	"SRS15300787"	"Ancient"	"Honap2023"	"anc_calculus"	700	"USA"	"North America"	"Ancient"	"Homo sapiens"	"Ancient human"	"SRS15300787-megahit_005"	1188	2.84509804001426	36.084621	-96.921387	1584545	27.7	401	4588	50	5.61	62.67	6.55	"TRUE"	401	1584545	27.75	4588	"None"	"None"	"GT4|GT2|GT66|GH154"	"Present"	"Absent"	"Missing"	"Missing"	711	"1188_6"
"ERS3774436.bin.r.2"	"ERS3774436.bin.r.2"	1087741	52.02	0.93	"ERS3774436"	"ERS3774436"	"Ancient"	"FellowsYates2021-humanaDNA"	"anc_calculus"	70000	"Italy"	"Europe"	"Ancient"	"Homo sapiens neanderthalensis"	"Neanderthal"	"ERS3774436-megahit_002"	1189	4.84509804001426	45.442	11.518	1087741	27.2	349	3354	52.02	0.93	62.23	0.33	"TRUE"	349	1087741	27.24	3354	"III-A"	"I-B"	"GT2|GT4|GH154|GT66"	"Absent"	"Absent"	"Missing"	"Missing"	535	"1189_1"
"ERS3774441.bin.r.7"	"ERS3774441.bin.r.7"	912998	61.97	6.67	"ERS3774441"	"ERS3774441"	"Ancient"	"FellowsYates2021-humanaDNA"	"anc_calculus"	102000	"Serbia"	"Europe"	"Ancient"	"Homo sapiens neanderthalensis"	"Neanderthal"	"ERS3774441-megahit_007"	1189	5.00860017176192	43.166	21.9	912998	28.4	376	2450	61.97	6.67	51.46	6.2	"TRUE"	376	912998	28.39	2450	"None"	"None"	"GH154|GT2|GT4"	"Absent"	"Absent"	"Missing"	"Present"	464	"1189_1"
"ERS3774470.bin.r.3"	"ERS3774470.bin.r.3"	1223037	83.94	0	"ERS3774470"	"ERS3774470"	"Ancient"	"FellowsYates2021-humanaDNA"	"anc_calculus"	15400	"France"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS3774470-megahit_003"	1189	4.18752072083646	47.383	6.166	1223037	28.5	410	3371	83.94	0	78.34	0.45	"TRUE"	412	1223037	28.5	3371	"III-A"	"None"	"GT66|GT2|GT4"	"Absent"	"Absent"	"Present"	"Present"	281	"1189_2"
"ERS6256693.bin.r.10"	"ERS6256693.bin.r.10"	1587074	90.4	0	"ERS6256693"	"ERS6256693"	"Ancient"	"Ottoni2021"	"anc_calculus"	9300	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256693-megahit_010"	1189	3.96848294855394	44.6	22	1587074	27.6	301	6742	90.4	0	87.03	0.45	"TRUE"	301	1587074	27.58	6742	"III-A"	"I-B"	"GT2|GT4|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	145	"1189_2"
"ERS6256699.bin.r.3"	"ERS6256699.bin.r.3"	1662169	91.16	0	"ERS6256699"	"ERS6256699"	"Ancient"	"Ottoni2021"	"anc_calculus"	7000	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256699-megahit_003"	1189	3.84509804001426	44.53	22.05	1662169	28	231	9991	91.16	0	86.82	0.18	"TRUE"	231	1662169	27.95	9991	"III-A"	"None"	"GT2|GT4|GT66"	"Absent"	"Absent"	"Present"	"Present"	166	"1189_2"
"ERS6256701.bin.r.3"	"ERS6256701.bin.r.3"	1611577	89.47	1.64	"ERS6256701"	"ERS6256701"	"Ancient"	"Ottoni2021"	"anc_calculus"	7600	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256701-megahit_003"	1189	3.88081359228079	44.53	22.05	1611577	28	329	5809	89.47	1.64	86.26	0.65	"TRUE"	329	1611577	28.03	5809	"III-A"	"I-B"	"GT2|GT66|GT4"	"Absent"	"Absent"	"Present"	"Present"	202	"1189_2"
"ERS6256702.bin.r.1"	"ERS6256702.bin.r.1"	1781643	98.4	0.13	"ERS6256702"	"ERS6256702"	"Ancient"	"Ottoni2021"	"anc_calculus"	8100	"Serbia"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS6256702-megahit_001"	1189	3.90848501887865	44.53	22.05	1781643	27.6	279	9299	98.4	0.13	95.15	0.35	"TRUE"	279	1781643	27.57	9299	"III-A"	"IV-B"	"GT4|GT2|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	111	"1189_2"
