Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_1186_length_7077_cov_25.7767	NODE_1186_length_7077_cov_25.7767@1	3043	3399	False	17%		III-C	4	['Cmr5_1_IIIC']	[6]	['6.40e-03']	[0.84]	[0.567]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_559_length_19816_cov_27.5257	NODE_559_length_19816_cov_27.5257@1	1496	2539	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['7.70e-05']	[0.353]	[0.419]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_465_length_24033_cov_24.7702	NODE_465_length_24033_cov_24.7702@1	2986	5037	False	14%	0%	I-A	1	['Cas3_0_I']	[4]	['2.20e-11']	[0.418]	[0.818]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_996_length_9061_cov_24.4398	NODE_996_length_9061_cov_24.4398@1	4559	5605	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['1.00e-07']	[0.404]	[0.472]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_465_length_24033_cov_24.7702	NODE_465_length_24033_cov_24.7702@2	9775	12782	False	0%		III-B	1	['WYL_0_CAS-I-II-III-IV-V-VI', 'htpX_0_CAS-III-B']	[11, 14]	['1.20e-04', '4.80e-22']	[0.546, 0.669]	[0.313, 0.598]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_474_length_23412_cov_27.3329	NODE_474_length_23412_cov_27.3329@1	7590	7856	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[7]	['5.40e-17']	[0.831]	[0.703]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_754_length_13596_cov_29.561	NODE_754_length_13596_cov_29.561@1	7773	9169	False	0%		III-A	2	['AbiEii_0_CAS-III', 'Unk_02_0_CAS-III-A-III-B']	[11, 12]	['2.70e-06', '4.30e-04']	[0.602, 0.618]	[0.475, 0.502]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_654_length_16029_cov_32.8993	NODE_654_length_16029_cov_32.8993@1	7651	8253	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[11]	['7.00e-03']	[0.398]	[0.419]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_710_length_14630_cov_23.5697	NODE_710_length_14630_cov_23.5697@2	11264	12049	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['3.80e-05']	[0.538]	[0.511]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_1918_length_3531_cov_21.6085	NODE_1918_length_3531_cov_21.6085@1	126	1235	False	0%	33%	I-A	2	['Cas1_2_CAS-I-II-III-IV-V-VI']	[1]	['5.00e-03']	[0.327]	[0.386]		-1	keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_725_length_14320_cov_24.5689	NODE_725_length_14320_cov_24.5689@1	2076	3017	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.50e-07']	[0.322]	[0.345]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_510_length_21857_cov_21.6633	NODE_510_length_21857_cov_21.6633@1	5597	7486	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['1.90e-08']	[0.513]	[0.634]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_1161_length_7404_cov_26.7502	NODE_1161_length_7404_cov_26.7502@1	1863	2933	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.20e-05']	[0.384]	[0.479]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_284_length_41278_cov_25.1836	NODE_284_length_41278_cov_25.1836@2	25653	27200	False	0%		III-A	1	['AbiEii_0_CAS-III']	[30]	['7.00e-07']	[0.316]	[0.451]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_833_length_11825_cov_20.4198	NODE_833_length_11825_cov_20.4198@1	7217	8071	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['8.10e-05']	[0.607]	[0.528]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_537_length_20772_cov_23.6346	NODE_537_length_20772_cov_23.6346@1	17705	18352	False	17%		III-D	4	['Csm2gr11_0_CAS-III-D']	[18]	['3.40e-05']	[0.565]	[0.525]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_115_length_81217_cov_29.6688	NODE_115_length_81217_cov_29.6688@2	61809	65277	False	17%		III-B	4	['Cmr5gr11_11_CAS-III-B', 'CasR_1_CAS-I-II-III-IV-V-VI']	[63, 66]	['6.90e-04', '2.30e-05']	[0.792, 0.49]	[0.764, 0.312]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_57_length_123017_cov_20.6167	NODE_57_length_123017_cov_20.6167@5	109763	110350	False	0%		III-A	1	['AbiEii_0_CAS-III']	[109]	['7.60e-05']	[0.531]	[0.366]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_284_length_41278_cov_25.1836	NODE_284_length_41278_cov_25.1836@1	19232	20107	False	0%	33%	II-A	3	['Csn2_11_CAS-II-A']	[23]	['9.90e-04']	[0.329]	[0.339]		-1	keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_1044_length_8462_cov_20.9686	NODE_1044_length_8462_cov_20.9686@1	4187	5107	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[5]	['1.70e-06']	[0.7]	[0.61]		1	keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_478_length_23277_cov_27.4048	NODE_478_length_23277_cov_27.4048@1	11796	13151	False	0%		IV-B	3	['CysH_0_IVB']	[12]	['2.00e-04']	[0.301]	[0.538]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_710_length_14630_cov_23.5697	NODE_710_length_14630_cov_23.5697@1	2965	4296	False	25%	0%	I-G	4	['Cas3_0_IU']	[3]	['6.60e-05']	[0.581]	[0.323]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_816_length_12133_cov_25.0182	NODE_816_length_12133_cov_25.0182@1	1638	2663	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['2.90e-08']	[0.348]	[0.426]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_1187_length_7064_cov_24.075	NODE_1187_length_7064_cov_24.075@1	5316	6845	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[5]	['6.00e-08']	[0.378]	[0.552]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_237_length_48601_cov_20.1626	NODE_237_length_48601_cov_20.1626@1	8964	9695	False	0%		III-A	1	['AbiEii_0_CAS-III']	[9]	['1.70e-05']	[0.439]	[0.363]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_237_length_48601_cov_20.1626	NODE_237_length_48601_cov_20.1626@2	35472	36692	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[35]	['1.20e-08']	[0.629]	[0.737]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_138_length_70392_cov_23.7639	NODE_138_length_70392_cov_23.7639@2	36976	37719	False	0%		III-A	1	['AbiEii_0_CAS-III']	[38]	['1.60e-03']	[0.484]	[0.412]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_57_length_123017_cov_20.6167	NODE_57_length_123017_cov_20.6167@2	77051	78031	False	0%		III-A	1	['AbiEii_0_CAS-III']	[78]	['2.90e-04']	[0.56]	[0.623]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_77_length_106866_cov_29.7107	NODE_77_length_106866_cov_29.7107@3	92643	93395	False	0%		III-A	1	['AbiEii_0_CAS-III']	[88]	['4.10e-04']	[0.394]	[0.331]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_451_length_25387_cov_19.1189	NODE_451_length_25387_cov_19.1189@3	21944	24481	False	20%		IV-D	4	['RecD_0_IVD']	[25]	['4.40e-77']	[0.762]	[0.869]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_410_length_28126_cov_26.1856	NODE_410_length_28126_cov_26.1856@1	20475	21341	False	0%		III-A	1	['AbiEii_0_CAS-III']	[40]	['2.50e-04']	[0.346]	[0.335]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_451_length_25387_cov_19.1189	NODE_451_length_25387_cov_19.1189@1	1830	2198	False	0%		III-B	1	['Unk_03_0_CAS-III-B']	[2]	['6.60e-03']	[0.528]	[0.349]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_57_length_123017_cov_20.6167	NODE_57_length_123017_cov_20.6167@3	90695	91393	False	0%		III-A	1	['AbiEii_0_CAS-III']	[92]	['4.40e-08']	[0.446]	[0.356]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_440_length_26062_cov_20.7109	NODE_440_length_26062_cov_20.7109@1	12924	13724	False	0%	33%	I-A	1	['Cas1_0_I-II-III-V']	[14]	['7.20e-04']	[0.39]	[0.343]		-1	keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_599_length_18036_cov_23.968	NODE_599_length_18036_cov_23.968@1	16912	17793	False	0%		III-A	1	['AbiEii_0_CAS-III']	[16]	['2.00e-04']	[0.367]	[0.398]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_77_length_106866_cov_29.7107	NODE_77_length_106866_cov_29.7107@1	70002	71984	False	0%		III-A	1	['AbiEii_0_CAS-III']	[66]	['6.60e-09']	[0.413]	[0.602]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_451_length_25387_cov_19.1189	NODE_451_length_25387_cov_19.1189@2	9000	10355	False	0%		III-A	1	['AbiEii_0_CAS-III']	[9]	['3.60e-07']	[0.358]	[0.303]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_617_length_17230_cov_25.4997	NODE_617_length_17230_cov_25.4997@2	13728	15068	False	14%	0%	I-A	1	['Cas3_0_I']	[11]	['1.50e-09']	[0.611]	[0.936]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_347_length_34538_cov_21.1665	NODE_347_length_34538_cov_21.1665@1	4479	4943	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[5]	['3.10e-04']	[0.465]	[0.354]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_496_length_22567_cov_22.1181	NODE_496_length_22567_cov_22.1181@1	7453	7896	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[7]	['4.30e-03']	[0.486]	[0.492]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_739_length_13900_cov_28.1188	NODE_739_length_13900_cov_28.1188@1	6454	7146	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['2.50e-06']	[0.398]	[0.32]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_77_length_106866_cov_29.7107	NODE_77_length_106866_cov_29.7107@2	79437	80600	False	0%		III-A	1	['AbiEii_0_CAS-III']	[75]	['2.30e-05']	[0.371]	[0.511]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_57_length_123017_cov_20.6167	NODE_57_length_123017_cov_20.6167@1	64431	65234	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[64]	['1.40e-03']	[0.407]	[0.54]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_372_length_31901_cov_22.7345	NODE_372_length_31901_cov_22.7345@1	7767	8537	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['7.90e-04']	[0.342]	[0.32]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_1873_length_3627_cov_27.2517	NODE_1873_length_3627_cov_27.2517@1	2509	3276	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.40e-04']	[0.453]	[0.398]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_138_length_70392_cov_23.7639	NODE_138_length_70392_cov_23.7639@1	27134	27871	False	0%		III-A	1	['AbiEii_0_CAS-III']	[27]	['3.90e-08']	[0.524]	[0.437]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_559_length_19816_cov_27.5257	NODE_559_length_19816_cov_27.5257@2	9514	11457	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['1.00e-06']	[0.302]	[0.521]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_511_length_21837_cov_26.5312	NODE_511_length_21837_cov_26.5312@1	20152	20628	False	25%		III-F	4	['SSgr11_1_CAS-III-F']	[17]	['1.20e-03']	[0.302]	[0.505]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_648_length_16175_cov_28.4288	NODE_648_length_16175_cov_28.4288@1	1276	2756	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[3, 4]	['4.70e-05', '8.00e-08']	[0.498, 0.484]	[0.408, 0.377]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_637_length_16366_cov_23.8922	NODE_637_length_16366_cov_23.8922@1	745	1359	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[3]	['4.00e-05']	[0.322]	[0.312]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_138_length_70392_cov_23.7639	NODE_138_length_70392_cov_23.7639@4	52860	53933	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[53]	['2.80e-07']	[0.344]	[0.838]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.16	putative
NODE_109_length_86109_cov_7.45897	NODE_109_length_86109_cov_7.45897@1	5384	6487	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['4.20e-06']	[0.364]	[0.493]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_116_length_81080_cov_7.53738	NODE_116_length_81080_cov_7.53738@1	28160	29152	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[23]	['5.40e-09']	[0.471]	[0.9]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_78_length_106289_cov_6.45011	NODE_78_length_106289_cov_6.45011@3	68397	69473	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[63]	['1.10e-11']	[0.304]	[0.65]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_33_length_159984_cov_6.05172	NODE_33_length_159984_cov_6.05172@1	23449	24594	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[25]	['2.60e-03']	[0.408]	[0.783]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_650_length_16094_cov_6.54642	NODE_650_length_16094_cov_6.54642@2	13477	14157	False	20%		III-A	2	['Csm3gr7_12_CAS-III-A-III-D']	[16]	['4.20e-03']	[0.41]	[0.342]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_394_length_29465_cov_7.30836	NODE_394_length_29465_cov_7.30836@1	9548	10288	False	0%		III-A	1	['AbiEii_0_CAS-III']	[9]	['6.10e-09']	[0.514]	[0.43]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_170_length_61562_cov_6.98784	NODE_170_length_61562_cov_6.98784@1	14162	15136	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[19]	['7.30e-10']	[0.434]	[0.778]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_30_length_179591_cov_6.10575	NODE_30_length_179591_cov_6.10575@3	51916	52914	False	0%		III-A	1	['AbiEii_0_CAS-III']	[46]	['4.50e-05']	[0.339]	[0.373]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_78_length_106289_cov_6.45011	NODE_78_length_106289_cov_6.45011@2	31414	32160	False	0%		III-A	1	['AbiEii_0_CAS-III']	[23]	['1.90e-03']	[0.357]	[0.306]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_30_length_179591_cov_6.10575	NODE_30_length_179591_cov_6.10575@5	152599	153261	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[137]	['3.40e-03']	[0.371]	[0.517]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_30_length_179591_cov_6.10575	NODE_30_length_179591_cov_6.10575@4	105469	106035	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[93]	['2.40e-16']	[0.487]	[0.465]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_30_length_179591_cov_6.10575	NODE_30_length_179591_cov_6.10575@2	43986	44993	False	0%		III-A	1	['AbiEii_0_CAS-III']	[40]	['9.30e-03']	[0.339]	[0.394]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_109_length_86109_cov_7.45897	NODE_109_length_86109_cov_7.45897@3	49423	57742	False	0%		III-A	1	['AbiEii_0_CAS-III', 'Csa3_1_CAS-I-II-III-IV-V-VI']	[50, 54]	['5.40e-06', '3.50e-04']	[0.5, 0.306]	[0.437, 0.432]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_71_length_115060_cov_6.81923	NODE_71_length_115060_cov_6.81923@1	71781	72227	False	0%		III-A	1	['Csm6_6_CAS-III']	[65]	['3.10e-03']	[0.309]	[0.324]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_30_length_179591_cov_6.10575	NODE_30_length_179591_cov_6.10575@1	35661	36659	False	0%		III-A	1	['AbiEii_0_CAS-III']	[32]	['5.20e-04']	[0.474]	[0.535]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_78_length_106289_cov_6.45011	NODE_78_length_106289_cov_6.45011@1	13225	14013	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['3.80e-07']	[0.452]	[0.408]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_650_length_16094_cov_6.54642	NODE_650_length_16094_cov_6.54642@1	1578	2318	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['9.10e-09']	[0.575]	[0.489]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_290_length_40622_cov_6.94757	NODE_290_length_40622_cov_6.94757@1	34127	34888	False	0%		III-A	1	['AbiEii_0_CAS-III']	[30]	['3.10e-09']	[0.504]	[0.44]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_802_length_12425_cov_7.41011	NODE_802_length_12425_cov_7.41011@2	10162	11274	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['3.90e-07']	[0.426]	[0.56]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_33_length_159984_cov_6.05172	NODE_33_length_159984_cov_6.05172@2	45235	45945	False	0%		III-A	1	['AbiEii_0_CAS-III']	[45]	['5.00e-06']	[0.527]	[0.458]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_78_length_106289_cov_6.45011	NODE_78_length_106289_cov_6.45011@4	89937	91301	False	0%		III-A	1	['AbiEii_1_CAS-III-A']	[79]	['1.30e-03']	[0.367]	[0.352]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_104_length_89041_cov_5.7019	NODE_104_length_89041_cov_5.7019@1	56644	57378	False	0%		III-A	1	['AbiEii_0_CAS-III']	[55]	['3.50e-03']	[0.535]	[0.465]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_802_length_12425_cov_7.41011	NODE_802_length_12425_cov_7.41011@1	2	1528	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[1]	['1.40e-13']	[0.456]	[0.479]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_104_length_89041_cov_5.7019	NODE_104_length_89041_cov_5.7019@2	78892	79917	False	0%		III-A	1	['AbiEii_0_CAS-III']	[72]	['9.40e-04']	[0.301]	[0.37]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_197_length_55599_cov_7.28223	NODE_197_length_55599_cov_7.28223@1	36715	38955	False	20%		IV-D	4	['RecD_0_IVD']	[23]	['6.30e-92']	[0.863]	[0.86]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_33_length_159984_cov_6.05172	NODE_33_length_159984_cov_6.05172@4	123912	124634	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[121]	['8.00e-39']	[0.701]	[1.0]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_413_length_27923_cov_6.86436	NODE_413_length_27923_cov_6.86436@1	20842	21792	False	0%		III-A	1	['AbiEii_0_CAS-III']	[19]	['3.20e-04']	[0.413]	[0.377]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_33_length_159984_cov_6.05172	NODE_33_length_159984_cov_6.05172@3	67542	68579	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[65]	['6.50e-04']	[0.324]	[0.358]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_79_length_103841_cov_6.95679	NODE_79_length_103841_cov_6.95679@1	93528	94361	False	20%		III-A	4	['Csm4_0_IIIA']	[113]	['1.50e-03']	[0.367]	[0.325]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_109_length_86109_cov_7.45897	NODE_109_length_86109_cov_7.45897@2	25589	26518	False	0%		III-A	1	['AbiEii_0_CAS-III']	[24]	['3.80e-05']	[0.345]	[0.384]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_116_length_81080_cov_7.53738	NODE_116_length_81080_cov_7.53738@2	54564	55328	False	0%		III-A	1	['AbiEii_0_CAS-III']	[52]	['4.40e-10']	[0.431]	[0.366]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_71_length_115060_cov_6.81923	NODE_71_length_115060_cov_6.81923@2	108142	108309	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[100]	['2.60e-11']	[0.875]	[0.432]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.20	putative
NODE_201_length_55186_cov_28.1857	NODE_201_length_55186_cov_28.1857@1	23639	25528	False	0%		III-A	1	['AbiEii_0_CAS-III']	[21]	['2.40e-08']	[0.338]	[0.391]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_891_length_10595_cov_24.5411	NODE_891_length_10595_cov_24.5411@1	1563	3590	False	20%		IV-D	4	['RecD_0_IVD']	[3]	['5.60e-17']	[0.601]	[0.482]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_2292_length_2730_cov_27.4041	NODE_2292_length_2730_cov_27.4041@1	924	1604	False	0%		III-B	1	['TPR_1_CAS-III-B']	[2]	['1.10e-03']	[0.555]	[0.315]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_88_length_98112_cov_23.0142	NODE_88_length_98112_cov_23.0142@1	59445	60200	False	20%	0%	I-B	2	['Cas7b_0_CAS-I-B-I-C']	[42]	['5.60e-03']	[0.317]	[0.315]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_228_length_49475_cov_24.7115	NODE_228_length_49475_cov_24.7115@2	37083	37538	False	17%		III-B	2	['Cmr4gr7_0_CAS-III-B-III-C']	[37]	['3.00e-04']	[0.704]	[0.39]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_1644_length_4366_cov_31.5347	NODE_1644_length_4366_cov_31.5347@1	2059	2961	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.30e-06']	[0.322]	[0.324]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_94_length_95178_cov_23.9418	NODE_94_length_95178_cov_23.9418@2	33261	34151	False	25%		V-K	1	['TnsC_0_V-K']	[30]	['4.60e-14']	[0.38]	[0.399]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_590_length_18347_cov_27.1547	NODE_590_length_18347_cov_27.1547@1	7619	8422	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[9]	['1.00e-15']	[0.515]	[0.75]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_94_length_95178_cov_23.9418	NODE_94_length_95178_cov_23.9418@1	25643	29014	Ambiguous	['100%', '100%']	['0%', '0%']	['II-A', 'II-C']	2	['Cas9_0_II']	[24]	['2.00e-73']	[0.713]	[0.967]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_351_length_33592_cov_27.169	NODE_351_length_33592_cov_27.169@1	21820	23109	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[20]	['3.40e-10']	[0.719]	[0.929]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_459_length_24449_cov_34.9165	NODE_459_length_24449_cov_34.9165@2	21444	22898	False	20%		IV-D	4	['RecD_0_IVD']	[18]	['2.90e-37']	[0.711]	[0.413]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_321_length_36794_cov_28.2834	NODE_321_length_36794_cov_28.2834@1	3324	4073	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['6.40e-05']	[0.544]	[0.444]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_459_length_24449_cov_34.9165	NODE_459_length_24449_cov_34.9165@1	2895	3452	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[2]	['3.20e-05']	[0.376]	[0.404]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_94_length_95178_cov_23.9418	NODE_94_length_95178_cov_23.9418@3	64643	67026	False	0%	33%	I-A	2	['Csm6_2_CAS-III', 'Cas2_11_CAS-I-II-III-IV-V-VI']	[67, 69]	['1.40e-03', '1.50e-08']	[0.44, 0.892]	[0.408, 0.958]		1	keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_46_length_135009_cov_24.3799	NODE_46_length_135009_cov_24.3799@1	46413	48323	False	0%		III-A	1	['AbiEii_0_CAS-III']	[37]	['2.40e-05']	[0.391]	[0.56]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_589_length_18459_cov_26.5068	NODE_589_length_18459_cov_26.5068@1	6095	7903	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[4]	['3.70e-08']	[0.41]	[0.697]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
