Contig,Operon,Start,End,Prediction,Complete_Interference,Complete_Adaptation,Best_type,Best_score,Genes,Positions,E-values,CoverageSeq,CoverageHMM,Strand_Interference,Strand_Adaptation,sampleID,out_type,Individual_ID,MAG_source,oral_site,Bin
NODE_1_length_353504_cov_144.456912,NODE_1_length_353504_cov_144.456912@5,348030,349112,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[340],['4.50e-10'],[0.36],[0.444],,,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_105_length_111890_cov_128.971130,NODE_105_length_111890_cov_128.971130@1,1935,2636,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[3],['5.80e-06'],[0.521],[0.338],,,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_57_length_136859_cov_127.027116,NODE_57_length_136859_cov_127.027116@2,41222,42067,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[39],['6.50e-06'],[0.323],[0.31],,,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_5_length_283584_cov_117.865347,NODE_5_length_283584_cov_117.865347@2,59892,64765,False,14%,0%,I-A,4,"['AbiEii_0_CAS-III', 'Csa5_0_IA', 'AbiEii_0_CAS-III']","[44, 47, 49]","['1.50e-10', '3.80e-03', '2.20e-09']","[0.359, 0.701, 0.394]","[0.401, 0.813, 0.437]",-1,,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_11527_length_7590_cov_120.871556,NODE_11527_length_7590_cov_120.871556@1,6250,6633,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[8],['1.10e-03'],[0.469],[0.398],,,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_57_length_136859_cov_127.027116,NODE_57_length_136859_cov_127.027116@3,76052,76729,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[67],['6.50e-15'],[0.81],[0.988],,,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_5_length_283584_cov_117.865347,NODE_5_length_283584_cov_117.865347@3,271280,272059,False,0%,,III-A,1,['AbiEii_1_CAS-III-A'],[248],['3.00e-06'],[0.477],[0.349],,,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_1114_length_35679_cov_131.752570,NODE_1114_length_35679_cov_131.752570@1,17241,19130,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[21],['2.80e-10'],[0.327],[0.592],1,,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_1_length_353504_cov_144.456912,NODE_1_length_353504_cov_144.456912@2,232528,233103,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[230],['6.70e-03'],[0.349],[0.409],-1,,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_57_length_136859_cov_127.027116,NODE_57_length_136859_cov_127.027116@6,118623,119516,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[107],['9.50e-07'],[0.332],[0.331],,,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_5_length_283584_cov_117.865347,NODE_5_length_283584_cov_117.865347@1,6923,8385,False,0%,67%,V-A,2,"['Cas4_0_V', 'Cas1_0_V']","[7, 8]","['2.30e-45', '7.80e-115']","[0.963, 0.96]","[0.871, 0.997]",,1,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_57_length_136859_cov_127.027116,NODE_57_length_136859_cov_127.027116@5,105327,107324,False,20%,,IV-A1,2,['Csf4_0_IVA'],[94],['3.50e-16'],[0.384],[0.389],-1,,CMC018.B.bin.r.113,putative,CMC018.B,Non_industrial,plaque,CMC018.B-metaspades_113
NODE_55_length_141659_cov_143.440141,NODE_55_length_141659_cov_143.440141@1,9374,9724,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[7],['5.90e-19'],[0.812],[0.881],,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_7_length_334962_cov_152.733643,NODE_7_length_334962_cov_152.733643@1,16985,17632,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[18],['8.90e-09'],[0.63],[0.864],,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_1517_length_28185_cov_142.802405,NODE_1517_length_28185_cov_142.802405@1,21607,22689,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[21],['3.30e-10'],[0.402],[0.496],,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_55_length_141659_cov_143.440141,NODE_55_length_141659_cov_143.440141@5,106719,108716,False,20%,,IV-A1,2,['Csf4_0_IVA'],[95],['6.10e-16'],[0.381],[0.386],-1,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_55_length_141659_cov_143.440141,NODE_55_length_141659_cov_143.440141@3,77431,78108,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[67],['4.40e-14'],[0.81],[0.988],,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_55_length_141659_cov_143.440141,NODE_55_length_141659_cov_143.440141@2,42613,43458,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[39],['6.30e-06'],[0.323],[0.31],,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_27_length_181034_cov_147.287599,NODE_27_length_181034_cov_147.287599@1,65595,67355,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[59],['1.40e-08'],[0.426],[0.717],-1,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_7_length_334962_cov_152.733643,NODE_7_length_334962_cov_152.733643@4,261438,262220,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[246],['5.60e-06'],[0.33],[0.313],,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_7_length_334962_cov_152.733643,NODE_7_length_334962_cov_152.733643@3,93658,94233,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[91],['6.60e-03'],[0.349],[0.409],1,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_55_length_141659_cov_143.440141,NODE_55_length_141659_cov_143.440141@6,119704,120597,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[107],['4.50e-07'],[0.332],[0.331],,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_10806_length_6774_cov_135.405704,NODE_10806_length_6774_cov_135.405704@1,632,1015,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['7.10e-04'],[0.469],[0.398],,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_26_length_184416_cov_137.269428,NODE_26_length_184416_cov_137.269428@1,117201,122074,False,14%,0%,I-A,4,"['AbiEii_0_CAS-III', 'Csa5_0_IA', 'AbiEii_0_CAS-III']","[109, 111, 114]","['3.70e-09', '6.60e-03', '1.00e-10']","[0.394, 0.701, 0.371]","[0.437, 0.813, 0.401]",1,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_7_length_334962_cov_152.733643,NODE_7_length_334962_cov_152.733643@2,84570,87314,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[82],['8.80e-18'],[0.361],[0.935],-1,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_185_length_86470_cov_142.209936,NODE_185_length_86470_cov_142.209936@1,21186,21911,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[16],['1.60e-08'],[0.388],[0.317],,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_27_length_181034_cov_147.287599,NODE_27_length_181034_cov_147.287599@2,144872,146596,False,14%,0%,I-A,1,['Cas3_0_I'],[134],['2.90e-12'],[0.43],[0.696],1,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_55_length_141659_cov_143.440141,NODE_55_length_141659_cov_143.440141@4,93966,95012,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[81],['1.10e-05'],[0.415],[0.37],,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_27_length_181034_cov_147.287599,NODE_27_length_181034_cov_147.287599@3,152809,154698,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[139],['2.60e-10'],[0.327],[0.592],-1,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_55_length_141659_cov_143.440141,NODE_55_length_141659_cov_143.440141@7,140294,141073,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[124],['2.70e-06'],[0.462],[0.415],,,CMC022.B.bin.r.79,putative,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_819_length_37710_cov_51.698748,NODE_819_length_37710_cov_51.698748@1,19247,21178,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[20],['1.90e-10'],[0.32],[0.592],1,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_819_length_37710_cov_51.698748,NODE_819_length_37710_cov_51.698748@2,27391,29115,False,14%,0%,I-A,1,['Cas3_0_I'],[25],['3.10e-12'],[0.43],[0.696],-1,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_51_length_136901_cov_49.165066,NODE_51_length_136901_cov_49.165066@6,118629,119522,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[107],['4.80e-07'],[0.332],[0.331],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_700_length_40960_cov_50.592422,NODE_700_length_40960_cov_50.592422@1,1445,2224,False,0%,,III-A,1,['AbiEii_1_CAS-III-A'],[2],['1.70e-06'],[0.477],[0.349],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_10005_length_7318_cov_47.717580,NODE_10005_length_7318_cov_47.717580@1,5978,6361,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[8],['1.20e-03'],[0.469],[0.398],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_76_length_115669_cov_48.337385,NODE_76_length_115669_cov_48.337385@1,46142,51015,False,14%,0%,I-A,4,"['AbiEii_0_CAS-III', 'Csa5_0_IA', 'AbiEii_0_CAS-III']","[47, 49, 52]","['4.00e-09', '7.00e-03', '1.10e-10']","[0.394, 0.701, 0.371]","[0.437, 0.813, 0.401]",1,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_51_length_136901_cov_49.165066,NODE_51_length_136901_cov_49.165066@2,41220,42065,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[38],['5.90e-06'],[0.333],[0.32],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_22_length_214000_cov_51.976403,NODE_22_length_214000_cov_51.976403@3,145480,147240,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[148],['1.90e-08'],[0.426],[0.717],-1,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_9_length_284016_cov_53.544318,NODE_9_length_284016_cov_53.544318@3,126631,127206,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[125],['7.00e-03'],[0.349],[0.409],1,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_51_length_136901_cov_49.165066,NODE_51_length_136901_cov_49.165066@5,105333,107330,False,20%,,IV-A1,2,['Csf4_0_IVA'],[94],['6.50e-16'],[0.381],[0.386],-1,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_51_length_136901_cov_49.165066,NODE_51_length_136901_cov_49.165066@4,92581,93627,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[80],['1.10e-05'],[0.418],[0.373],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_446_length_52375_cov_51.843397,NODE_446_length_52375_cov_51.843397@2,30770,31495,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[24],['1.70e-08'],[0.388],[0.317],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_22_length_214000_cov_51.976403,NODE_22_length_214000_cov_51.976403@1,2243,3025,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['6.00e-06'],[0.33],[0.313],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_51_length_136901_cov_49.165066,NODE_51_length_136901_cov_49.165066@3,76054,76731,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[66],['4.70e-14'],[0.81],[0.988],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_9_length_284016_cov_53.544318,NODE_9_length_284016_cov_53.544318@2,117543,120287,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[116],['9.40e-18'],[0.361],[0.935],-1,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_9_length_284016_cov_53.544318,NODE_9_length_284016_cov_53.544318@1,48480,49127,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[51],['9.50e-09'],[0.63],[0.864],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_51_length_136901_cov_49.165066,NODE_51_length_136901_cov_49.165066@1,9374,9724,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[7],['6.30e-19'],[0.812],[0.881],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_22_length_214000_cov_51.976403,NODE_22_length_214000_cov_51.976403@2,80339,81298,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[92],['1.90e-06'],[0.362],[0.401],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_446_length_52375_cov_51.843397,NODE_446_length_52375_cov_51.843397@1,4566,5267,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[5],['6.00e-06'],[0.521],[0.338],,,CMC023.A.bin.r.63,putative,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_1693_length_21853_cov_37.677673,NODE_1693_length_21853_cov_37.677673@1,19757,20839,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[17],['3.90e-10'],[0.402],[0.496],,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_24_length_155492_cov_39.512627,NODE_24_length_155492_cov_39.512627@1,81969,82751,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[86],['5.70e-06'],[0.326],[0.31],,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_119_length_88592_cov_38.156064,NODE_119_length_88592_cov_38.156064@1,28154,28831,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[26],['4.40e-14'],[0.81],[0.988],,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_413_length_47961_cov_38.845314,NODE_413_length_47961_cov_38.845314@2,41222,42067,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[39],['6.20e-06'],[0.323],[0.31],,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_119_length_88592_cov_38.156064,NODE_119_length_88592_cov_38.156064@3,57429,59426,False,20%,,IV-A1,2,['Csf4_0_IVA'],[54],['6.00e-16'],[0.381],[0.386],-1,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_468_length_44883_cov_42.061733,NODE_468_length_44883_cov_42.061733@1,36373,37020,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[38],['8.50e-09'],[0.63],[0.864],,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_119_length_88592_cov_38.156064,NODE_119_length_88592_cov_38.156064@2,44677,45723,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[40],['2.30e-05'],[0.372],[0.331],,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_139_length_81078_cov_41.670881,NODE_139_length_81078_cov_41.670881@1,3389,3964,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[7],['6.50e-03'],[0.349],[0.409],1,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_119_length_88592_cov_38.156064,NODE_119_length_88592_cov_38.156064@4,70414,71307,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[66],['9.10e-07'],[0.332],[0.331],,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_16_length_167961_cov_36.770979,NODE_16_length_167961_cov_36.770979@1,108723,111984,False,14%,0%,I-A,4,"['Csa5_0_IA', 'AbiEii_0_CAS-III']","[101, 104]","['9.40e-03', '1.30e-10']","[0.701, 0.371]","[0.813, 0.401]",1,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_1080_length_28369_cov_36.623392,NODE_1080_length_28369_cov_36.623392@1,5173,5769,False,0%,0%,I-A,0,['Csa3_0_CAS-I-II-III-IV-V-VI'],[6],['6.10e-03'],[0.397],[0.451],,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_10066_length_7207_cov_38.505189,NODE_10066_length_7207_cov_38.505189@1,5867,6250,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[8],['1.10e-03'],[0.469],[0.398],,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_774_length_34368_cov_40.313114,NODE_774_length_34368_cov_40.313114@1,28654,31398,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[26],['8.40e-18'],[0.361],[0.935],-1,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_413_length_47961_cov_38.845314,NODE_413_length_47961_cov_38.845314@1,9374,9724,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[7],['5.80e-19'],[0.812],[0.881],,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_425_length_46986_cov_37.650302,NODE_425_length_46986_cov_37.650302@1,26367,28298,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[33],['1.80e-10'],[0.32],[0.592],1,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_346_length_52809_cov_38.453861,NODE_346_length_52809_cov_38.453861@1,21344,22069,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[17],['1.60e-08'],[0.388],[0.317],,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_62_length_121794_cov_39.903933,NODE_62_length_121794_cov_39.903933@1,55817,57577,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[53],['1.80e-08'],[0.426],[0.717],1,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_425_length_46986_cov_37.650302,NODE_425_length_46986_cov_37.650302@2,34511,36235,False,14%,0%,I-A,1,['Cas3_0_I'],[38],['2.90e-12'],[0.43],[0.696],-1,,CMC024.B.bin.r.44,putative,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_64_length_89415_cov_8.652354,NODE_64_length_89415_cov_8.652354@1,20932,22692,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[20],['1.90e-08'],[0.426],[0.717],-1,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_4166_length_11192_cov_9.340621,NODE_4166_length_11192_cov_9.340621@1,9374,9724,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[8],['6.10e-19'],[0.812],[0.881],,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_300_length_45717_cov_8.407647,NODE_300_length_45717_cov_8.407647@3,27480,28373,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[29],['9.60e-07'],[0.332],[0.331],,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_9804_length_6353_cov_8.375558,NODE_9804_length_6353_cov_8.375558@1,5049,5774,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['1.60e-08'],[0.388],[0.317],,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_88_length_77409_cov_9.002573,NODE_88_length_77409_cov_9.002573@1,71590,72165,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[60],['6.80e-03'],[0.349],[0.409],-1,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_73_length_83866_cov_8.846567,NODE_73_length_83866_cov_8.846567@2,79928,82672,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[81],['9.20e-18'],[0.361],[0.935],-1,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_9904_length_6303_cov_5.521523,NODE_9904_length_6303_cov_5.521523@2,5719,6303,Ambiguous,"['100%', '100%']","['0%', '0%']","['II-A', 'II-C']",2,['Cas9_0_II'],[8],['1.20e-45'],[0.846],[0.178],1,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_217_length_53083_cov_8.263385,NODE_217_length_53083_cov_8.263385@1,10154,10831,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[8],['4.60e-14'],[0.81],[0.988],,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_300_length_45717_cov_8.407647,NODE_300_length_45717_cov_8.407647@1,1434,2480,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['1.10e-05'],[0.415],[0.37],,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_7958_length_7311_cov_8.109483,NODE_7958_length_7311_cov_8.109483@1,5965,6348,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[7],['1.10e-03'],[0.469],[0.398],,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_377_length_40391_cov_8.223446,NODE_377_length_40391_cov_8.223446@2,16518,18449,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[16],['1.90e-10'],[0.32],[0.592],-1,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_2179_length_16472_cov_7.581458,NODE_2179_length_16472_cov_7.581458@1,13078,13779,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[19],['5.70e-06'],[0.521],[0.338],,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_9904_length_6303_cov_5.521523,NODE_9904_length_6303_cov_5.521523@1,1754,2029,False,17%,,III-D,3,['Csx19_20_CAS-III-D'],[3],['7.80e-03'],[0.707],[0.449],1,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_2011_length_17259_cov_8.495693,NODE_2011_length_17259_cov_8.495693@1,3021,3926,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[5],['1.40e-10'],[0.368],[0.398],,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_300_length_45717_cov_8.407647,NODE_300_length_45717_cov_8.407647@2,14184,16181,False,20%,,IV-A1,2,['Csf4_0_IVA'],[16],['4.10e-16'],[0.38],[0.383],-1,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_94_length_75832_cov_8.779579,NODE_94_length_75832_cov_8.779579@1,72837,73619,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[85],['5.90e-06'],[0.33],[0.313],,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_377_length_40391_cov_8.223446,NODE_377_length_40391_cov_8.223446@1,8579,10303,False,14%,0%,I-A,1,['Cas3_0_I'],[10],['3.10e-12'],[0.43],[0.696],1,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_2011_length_17259_cov_8.495693,NODE_2011_length_17259_cov_8.495693@2,6974,7894,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[10],['3.40e-09'],[0.397],[0.44],,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_73_length_83866_cov_8.846567,NODE_73_length_83866_cov_8.846567@1,12564,13211,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[17],['9.50e-09'],[0.63],[0.864],,,CMC025.B.bin.r.30,putative,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_1_length_684618_cov_42.103236,NODE_1_length_684618_cov_42.103236@1,19897,20526,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[22],['1.20e-07'],[0.338],[0.619],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_26_length_150459_cov_38.179982,NODE_26_length_150459_cov_38.179982@1,73209,75260,False,20%,,IV-A1,2,['Csf4_0_IVA'],[78],['3.20e-17'],[0.38],[0.393],1,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_1_length_684618_cov_42.103236,NODE_1_length_684618_cov_42.103236@7,543778,545514,False,14%,0%,I-A,1,['Cas3_0_I'],[536],['2.80e-11'],[0.373],[0.62],1,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
