genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
MGYG000298582.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000298588.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000298663.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000298703.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000298747.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000298821.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000298834.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000298852.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000298861.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000298869.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000298960.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000299001.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000299042.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000299089.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000299105.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000299109.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000299111.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000299113.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000299116.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000299119.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000299174.fna,1152_2,0.06999999999999995,average,ANImf,1152
MGYG000299227.fna,1152_2,0.06999999999999995,average,ANImf,1152
SEQF2726.1.fna,1152_2,0.06999999999999995,average,ANImf,1152
ERS12516935.bin.r.36.fa,1153_1,0.06999999999999995,average,ANImf,1153
ERS6256721.bin.r.7.fa,1153_1,0.06999999999999995,average,ANImf,1153
GWHAPNP00000000.genome.fasta,1153_1,0.06999999999999995,average,ANImf,1153
HMP_2012__SRS019071__bin.47.fa,1153_1,0.06999999999999995,average,ANImf,1153
HMP_2012__SRS024441__bin.3.fa,1153_1,0.06999999999999995,average,ANImf,1153
MGYG000298024.fna,1153_1,0.06999999999999995,average,ANImf,1153
GWHAQEX00000000.genome.fasta,1153_2,0.06999999999999995,average,ANImf,1153
GWHAQYZ00000000.genome.fasta,1153_2,0.06999999999999995,average,ANImf,1153
GWHAQFV00000000.genome.fasta,1154_0,0.06999999999999995,average,ANImf,1154
MGYG000299025.fna,1155_0,0.06999999999999995,average,ANImf,1155
CMC018.B.bin.r.22.fa,1156_1,0.06999999999999995,average,ANImf,1156
CMC034.B.bin.r.50.fa,1156_1,0.06999999999999995,average,ANImf,1156
ERS3774391.bin.r.7.fa,1157_1,0.06999999999999995,average,ANImf,1157
ERS3774401.bin.r.2.fa,1157_1,0.06999999999999995,average,ANImf,1157
ERS3774402.bin.r.7.fa,1158_1,0.06999999999999995,average,ANImf,1158
ERS3774420.bin.r.3.fa,1158_1,0.06999999999999995,average,ANImf,1158
ERS3774421.bin.r.13.fa,1158_1,0.06999999999999995,average,ANImf,1158
ERS3774422.bin.r.25.fa,1158_1,0.06999999999999995,average,ANImf,1158
SRS4625238.bin.r.2.fa,1158_1,0.06999999999999995,average,ANImf,1158
SRS4625245.bin.r.26.fa,1158_1,0.06999999999999995,average,ANImf,1158
SRS4625246.bin.r.13.fa,1158_1,0.06999999999999995,average,ANImf,1158
CM_periimplantitis__SP_143SPI_T016__bin.18.fa,1159_1,0.06999999999999995,average,ANImf,1159
MGYG000298629.fna,1159_1,0.06999999999999995,average,ANImf,1159
SEQF1949.1.fna,1159_1,0.06999999999999995,average,ANImf,1159
CMC007.B.bin.r.2.fa,1160_1,0.06999999999999995,average,ANImf,1160
CMC012.B.bin.r.39.fa,1160_1,0.06999999999999995,average,ANImf,1160
CMC025.B.bin.r.70.fa,1160_1,0.06999999999999995,average,ANImf,1160
CMC034.B.bin.r.42.fa,1160_1,0.06999999999999995,average,ANImf,1160
CM_periimplantitis__SP_123SPT_T016__bin.6.fa,1160_1,0.06999999999999995,average,ANImf,1160
CM_periimplantitis__SP_143SPI_T016__bin.6.fa,1160_1,0.06999999999999995,average,ANImf,1160
CM_periimplantitis__SP_285SPI_T016__bin.6.fa,1160_1,0.06999999999999995,average,ANImf,1160
CM_periimplantitis__SP_323SPI_T016__bin.23.fa,1160_1,0.06999999999999995,average,ANImf,1160
ERS12516970.bin.r.101.fa,1160_1,0.06999999999999995,average,ANImf,1160
ERS12516979.bin.r.33.fa,1160_1,0.06999999999999995,average,ANImf,1160
ERS12516980.bin.r.61.fa,1160_1,0.06999999999999995,average,ANImf,1160
ERS12516988.bin.r.46.fa,1160_1,0.06999999999999995,average,ANImf,1160
ERS12516994.bin.r.19.fa,1160_1,0.06999999999999995,average,ANImf,1160
MGYG000298455.fna,1160_1,0.06999999999999995,average,ANImf,1160
MGYG000298460.fna,1160_1,0.06999999999999995,average,ANImf,1160
MGYG000298986.fna,1160_1,0.06999999999999995,average,ANImf,1160
SEQF1003.1.fna,1160_1,0.06999999999999995,average,ANImf,1160
SEQF2780.1.fna,1160_1,0.06999999999999995,average,ANImf,1160
CMC023.B.bin.r.52.fa,1161_1,0.06999999999999995,average,ANImf,1161
CMC025.B.bin.r.23.fa,1161_1,0.06999999999999995,average,ANImf,1161
CMC036.B.bin.r.1.fa,1161_1,0.06999999999999995,average,ANImf,1161
CMC037.B.bin.r.16.fa,1161_1,0.06999999999999995,average,ANImf,1161
CM_periimplantitis__SP_123SPT_T016__bin.5.fa,1161_1,0.06999999999999995,average,ANImf,1161
CM_periimplantitis__SP_161SPI_T016__bin.19.fa,1161_1,0.06999999999999995,average,ANImf,1161
CM_periimplantitis__SP_283SPI_T016__bin.12.fa,1161_1,0.06999999999999995,average,ANImf,1161
CM_periimplantitis__SP_325SPI_T016__bin.6.fa,1161_1,0.06999999999999995,average,ANImf,1161
ERS12516951.bin.r.2.fa,1161_1,0.06999999999999995,average,ANImf,1161
ERS12516962.bin.r.39.fa,1161_1,0.06999999999999995,average,ANImf,1161
ERS12516970.bin.r.26.fa,1161_1,0.06999999999999995,average,ANImf,1161
ERS12516988.bin.r.20.fa,1161_1,0.06999999999999995,average,ANImf,1161
ERS12516994.bin.r.30.fa,1161_1,0.06999999999999995,average,ANImf,1161
MGYG000298195.fna,1161_1,0.06999999999999995,average,ANImf,1161
MGYG000298276.fna,1161_1,0.06999999999999995,average,ANImf,1161
MGYG000298309.fna,1161_1,0.06999999999999995,average,ANImf,1161
MGYG000299019.fna,1161_1,0.06999999999999995,average,ANImf,1161
SEQF1853.1.fna,1161_1,0.06999999999999995,average,ANImf,1161
SEQF5994.1.fna,1161_1,0.06999999999999995,average,ANImf,1161
HMP_2012__SRS015272__bin.1.fa,1162_1,0.06999999999999995,average,ANImf,1162
HMP_2012__SRS018791__bin.14.fa,1162_1,0.06999999999999995,average,ANImf,1162
SEQF2451.1.fna,1162_1,0.06999999999999995,average,ANImf,1162
SEQF2547.1.fna,1162_1,0.06999999999999995,average,ANImf,1162
SEQF9747.1.fna,1162_1,0.06999999999999995,average,ANImf,1162
SEQF9748.1.fna,1162_1,0.06999999999999995,average,ANImf,1162
SEQF9749.1.fna,1162_1,0.06999999999999995,average,ANImf,1162
SEQF9750.1.fna,1162_1,0.06999999999999995,average,ANImf,1162
SEQF9751.1.fna,1162_1,0.06999999999999995,average,ANImf,1162
SEQF9752.1.fna,1162_1,0.06999999999999995,average,ANImf,1162
SEQF9753.1.fna,1162_1,0.06999999999999995,average,ANImf,1162
SEQF9754.1.fna,1162_1,0.06999999999999995,average,ANImf,1162
ERS12516944.bin.r.2.fa,1163_1,0.06999999999999995,average,ANImf,1163
ERS12516946.bin.r.29.fa,1163_1,0.06999999999999995,average,ANImf,1163
ERS12516951.bin.r.6.fa,1163_1,0.06999999999999995,average,ANImf,1163
ERS12516988.bin.r.16.fa,1163_1,0.06999999999999995,average,ANImf,1163
ERS3774438.bin.r.7.fa,1164_1,0.06999999999999995,average,ANImf,1164
ERS3774443.bin.r.1.fa,1164_1,0.06999999999999995,average,ANImf,1164
ERS3774469.bin.r.9.fa,1164_1,0.06999999999999995,average,ANImf,1164
MGYG000299129.fna,1164_1,0.06999999999999995,average,ANImf,1164
SEQF2808.1.fna,1165_0,0.06999999999999995,average,ANImf,1165
CMC037.B.bin.r.1.fa,1166_1,0.06999999999999995,average,ANImf,1166
CM_periimplantitis__SP_283SPI_T016__bin.9.fa,1166_1,0.06999999999999995,average,ANImf,1166
MGYG000298301.fna,1166_1,0.06999999999999995,average,ANImf,1166
SEQF1655.1.fna,1166_1,0.06999999999999995,average,ANImf,1166
SEQF2021.1.fna,1166_1,0.06999999999999995,average,ANImf,1166
SEQF2391.1.fna,1166_1,0.06999999999999995,average,ANImf,1166
ERS12516944.bin.r.28.fa,1167_1,0.06999999999999995,average,ANImf,1167
ERS12516962.bin.r.80.fa,1167_1,0.06999999999999995,average,ANImf,1167
CMC024.B.bin.r.82.fa,1168_1,0.06999999999999995,average,ANImf,1168
CMC038.A.bin.r.30.fa,1168_1,0.06999999999999995,average,ANImf,1168
CMC038.B.bin.r.51.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS3774422.bin.r.40.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS3774434.bin.r.2.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS3774438.bin.r.3.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS3774439.bin.r.2.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS3774441.bin.r.22.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS3774451.bin.r.6.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS3774458.bin.r.8.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS3774464.bin.r.25.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS3774469.bin.r.14.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS3774470.bin.r.8.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS4042423.bin.r.12.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256687.bin.r.15.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256688.bin.r.6.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256689.bin.r.7.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256690.bin.r.4.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256693.bin.r.1.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256695.bin.r.2.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256697.bin.r.3.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256698.bin.r.18.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256700.bin.r.11.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256701.bin.r.7.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256703.bin.r.6.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256704.bin.r.13.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256705.bin.r.1.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256706.bin.r.8.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256709.bin.r.3.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256711.bin.r.2.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256713.bin.r.2.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256719.bin.r.8.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6256722.bin.r.6.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6636085.bin.r.8.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6636099.bin.r.10.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERS6636154.bin.r.20.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERSX0002001.bin.r.36.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERSX0003001.bin.r.5.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERSX0003002.bin.r.18.fa,1168_1,0.06999999999999995,average,ANImf,1168
ERSX0003003.bin.r.62.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS15300786.bin.r.6.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS15300787.bin.r.8.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS15300801.bin.r.23.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS15300806.bin.r.1.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS15300807.bin.r.16.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS3078139.bin.r.3.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS3078181.bin.r.1.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS3078201.bin.r.9.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS3078204.bin.r.23.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS473746.bin.r.39.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS6212648.bin.r.2.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS6212650.bin.r.9.fa,1168_1,0.06999999999999995,average,ANImf,1168
SRS6212651.bin.r.3.fa,1168_1,0.06999999999999995,average,ANImf,1168
CMC006.B.bin.r.6.fa,1169_1,0.06999999999999995,average,ANImf,1169
CMC011.B.bin.r.102.fa,1169_1,0.06999999999999995,average,ANImf,1169
CMC018.B.bin.r.6.fa,1169_1,0.06999999999999995,average,ANImf,1169
CMC022.B.bin.r.57.fa,1169_1,0.06999999999999995,average,ANImf,1169
CMC023.A.bin.r.11.fa,1169_1,0.06999999999999995,average,ANImf,1169
CMC024.B.bin.r.112.fa,1169_1,0.06999999999999995,average,ANImf,1169
CMC026.B.bin.r.24.fa,1169_1,0.06999999999999995,average,ANImf,1169
CMC028.B.bin.r.57.fa,1169_1,0.06999999999999995,average,ANImf,1169
CMC038.A.bin.r.63.fa,1169_1,0.06999999999999995,average,ANImf,1169
CMC038.B.bin.r.101.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS3774438.bin.r.15.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS3774451.bin.r.5.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS3774469.bin.r.4.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS3774470.bin.r.16.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS4042406.bin.r.21.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS6256687.bin.r.3.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS6256698.bin.r.19.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS6256701.bin.r.13.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS6256711.bin.r.6.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS6636085.bin.r.13.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS6636099.bin.r.11.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERSX0003001.bin.r.11.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERSX0003002.bin.r.26.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERSX0003003.bin.r.4.fa,1169_1,0.06999999999999995,average,ANImf,1169
GWHAPQF00000000.genome.fasta,1169_1,0.06999999999999995,average,ANImf,1169
SRS15300786.bin.r.8.fa,1169_1,0.06999999999999995,average,ANImf,1169
SRS15300807.bin.r.10.fa,1169_1,0.06999999999999995,average,ANImf,1169
SRS3078201.bin.r.4.fa,1169_1,0.06999999999999995,average,ANImf,1169
SRS3078204.bin.r.7.fa,1169_1,0.06999999999999995,average,ANImf,1169
SRS473742.bin.r.4.fa,1169_1,0.06999999999999995,average,ANImf,1169
SRS6212650.bin.r.2.fa,1169_1,0.06999999999999995,average,ANImf,1169
ERS4545913.bin.r.9.fa,1170_0,0.06999999999999995,average,ANImf,1170
CMC018.B.bin.r.140.fa,1171_1,0.06999999999999995,average,ANImf,1171
CMC023.A.bin.r.120.fa,1171_1,0.06999999999999995,average,ANImf,1171
CMC038.A.bin.r.50.fa,1171_1,0.06999999999999995,average,ANImf,1171
CMC038.B.bin.r.103.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS11702723.bin.r.3.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS11702724.bin.r.7.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS11702732.bin.r.5.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS11702738.bin.r.1.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS11702741.bin.r.2.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS11702761.bin.r.1.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS11702768.bin.r.6.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS11702769.bin.r.3.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS11702777.bin.r.4.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS11702784.bin.r.1.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS11702802.bin.r.6.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS12516941.bin.r.4.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS12516950.bin.r.29.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS12516970.bin.r.95.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS2985743.bin.r.15.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS2985745.bin.r.2.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS2985748.bin.r.8.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS2985759.bin.r.8.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS2985760.bin.r.4.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS2985773.bin.r.14.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS2985784.bin.r.12.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS3395772.bin.r.23.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS3774468.bin.r.5.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS3774470.bin.r.19.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS4042423.bin.r.15.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS4042427.bin.r.18.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS4042431.bin.r.8.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6205395.bin.r.7.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6205398.bin.r.11.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6256687.bin.r.17.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6256692.bin.r.8.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6256693.bin.r.3.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6256697.bin.r.2.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6256698.bin.r.1.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6256699.bin.r.13.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6256704.bin.r.9.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6256716.bin.r.1.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6256718.bin.r.5.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS6636154.bin.r.18.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERSX0003001.bin.r.21.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERSX0003002.bin.r.44.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERSX0004019.bin.r.4.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERSX0004075.bin.r.6.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERSX0004103.bin.r.6.fa,1171_1,0.06999999999999995,average,ANImf,1171
SEQF2794.1.fna,1171_1,0.06999999999999995,average,ANImf,1171
SRS11653551.bin.r.4.fa,1171_1,0.06999999999999995,average,ANImf,1171
SRS11653593.bin.r.2.fa,1171_1,0.06999999999999995,average,ANImf,1171
SRS15300788.bin.r.1.fa,1171_1,0.06999999999999995,average,ANImf,1171
SRS15300795.bin.r.11.fa,1171_1,0.06999999999999995,average,ANImf,1171
SRS15300796.bin.r.1.fa,1171_1,0.06999999999999995,average,ANImf,1171
SRS15300801.bin.r.4.fa,1171_1,0.06999999999999995,average,ANImf,1171
SRS15300802.bin.r.20.fa,1171_1,0.06999999999999995,average,ANImf,1171
SRS3078175.bin.r.5.fa,1171_1,0.06999999999999995,average,ANImf,1171
SRS4625245.bin.r.2.fa,1171_1,0.06999999999999995,average,ANImf,1171
SRS9263818.bin.r.6.fa,1171_1,0.06999999999999995,average,ANImf,1171
ERS3774489.bin.r.24.fa,1172_1,0.06999999999999995,average,ANImf,1172
GWHAQPF00000000.genome.fasta,1172_1,0.06999999999999995,average,ANImf,1172
SRS15300789.bin.r.13.fa,1172_1,0.06999999999999995,average,ANImf,1172
SRS3078162.bin.r.15.fa,1172_1,0.06999999999999995,average,ANImf,1172
CMC004.B.bin.r.73.fa,1173_1,0.06999999999999995,average,ANImf,1173
CMC009.B.bin.r.19.fa,1173_1,0.06999999999999995,average,ANImf,1173
CMC027.B.bin.r.90.fa,1173_1,0.06999999999999995,average,ANImf,1173
CMC011.B.bin.r.88.fa,1174_1,0.06999999999999995,average,ANImf,1174
CMC017.B.bin.r.22.fa,1174_1,0.06999999999999995,average,ANImf,1174
CMC022.B.bin.r.25.fa,1174_1,0.06999999999999995,average,ANImf,1174
CMC023.A.bin.r.97.fa,1174_1,0.06999999999999995,average,ANImf,1174
CMC024.B.bin.r.71.fa,1174_1,0.06999999999999995,average,ANImf,1174
CMC025.B.bin.r.81.fa,1174_1,0.06999999999999995,average,ANImf,1174
CMC026.B.bin.r.56.fa,1174_1,0.06999999999999995,average,ANImf,1174
CMC028.B.bin.r.9.fa,1174_1,0.06999999999999995,average,ANImf,1174
CMC035.B.bin.r.7.fa,1174_1,0.06999999999999995,average,ANImf,1174
CMC038.A.bin.r.82.fa,1174_1,0.06999999999999995,average,ANImf,1174
CMC038.B.bin.r.12.fa,1174_1,0.06999999999999995,average,ANImf,1174
CM_periimplantitis__SP_264SPI_T016__bin.5.fa,1174_1,0.06999999999999995,average,ANImf,1174
CM_periimplantitis__SP_305SPI_T016__bin.7.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702721.bin.r.2.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702725.bin.r.3.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702726.bin.r.3.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702727.bin.r.1.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702731.bin.r.4.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702739.bin.r.6.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702742.bin.r.5.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702748.bin.r.3.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702770.bin.r.10.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702774.bin.r.1.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702776.bin.r.4.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702787.bin.r.7.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702789.bin.r.8.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702801.bin.r.5.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702810.bin.r.3.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702811.bin.r.5.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS11702812.bin.r.3.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS12516988.bin.r.23.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS2985743.bin.r.11.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS2985745.bin.r.3.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS2985750.bin.r.20.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS2985754.bin.r.5.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS2985770.bin.r.14.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS2985771.bin.r.1.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS2985775.bin.r.2.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS2985776.bin.r.3.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3395767.bin.r.4.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3395771.bin.r.30.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3395772.bin.r.30.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3395773.bin.r.38.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3636092.bin.r.10.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774391.bin.r.10.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774419.bin.r.1.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774421.bin.r.5.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774422.bin.r.50.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774425.bin.r.10.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774434.bin.r.6.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774438.bin.r.10.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774441.bin.r.14.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774450.bin.r.8.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774451.bin.r.2.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774464.bin.r.6.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774465.bin.r.7.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774469.bin.r.15.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774470.bin.r.7.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774481.bin.r.1.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774484.bin.r.5.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774485.bin.r.36.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS3774490.bin.r.3.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS4042406.bin.r.11.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS4042423.bin.r.2.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS4042427.bin.r.12.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS4042431.bin.r.6.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS4042435.bin.r.10.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6205393.bin.r.11.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6205396.bin.r.6.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6256686.bin.r.7.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6256687.bin.r.10.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6256688.bin.r.12.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6256698.bin.r.7.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6256699.bin.r.20.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6256706.bin.r.11.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6256708.bin.r.11.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6256711.bin.r.5.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6256713.bin.r.11.fa,1174_1,0.06999999999999995,average,ANImf,1174
ERS6256717.bin.r.2.fa,1174_1,0.06999999999999995,average,ANImf,1174
