Sample	Query	checkv_quality	vOTU	Rank	Kingdom	Phylum	Class	Order	Family	Genus	Species
ERS6955173	phage_comp_146_cycle_1	Medium-quality	vOTU_08564351	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955173	phage_comp_150_cycle_1	Not-determined	vOTU_00035300	r__Varidnaviria	k__Bamfordvirae	p__Nucleocytoviricota	c__Megaviricetes	o__Imitervirales	f__	g__	s__
ERS6955173	phage_comp_6_cycle_1	Medium-quality	vOTU_00976944	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955173	phage_comp_72_cycle_1	Low-quality	vOTU_02589782	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955173	phage_comp_80_cycle_1	Medium-quality	vOTU_02592345	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955173	phage_comp_97_cycle_1	Low-quality	vOTU_02138736	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955174	phage_comp_191_cycle_1	High-quality	vOTU_01854591	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955177	phage_comp_118_cycle_1	Low-quality	vOTU_01983940	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955177	phage_comp_146_cycle_1	Medium-quality	vOTU_01361497	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955177	phage_comp_169_cycle_1	High-quality	vOTU_00874661	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955177	phage_comp_171_cycle_1	Complete	vOTU_04077487	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__	g__	s__
ERS6955177	phage_comp_181_cycle_1	High-quality	vOTU_08566951	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955177	phage_comp_186_cycle_1	Medium-quality	vOTU_02333273	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955177	phage_comp_206_cycle_1	High-quality	vOTU_08673265	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__Casjensviridae	g__Chivirus	s__
ERS6955177	phage_comp_29_cycle_1	Complete	vOTU_00697839	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955177	phage_comp_46_cycle_1	Complete	vOTU_08408552	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955177	phage_comp_66_cycle_1	Complete	vOTU_00534406	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955177	phage_comp_68_cycle_1	Low-quality	vOTU_05445352	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955177	phage_comp_75_cycle_1	Not-determined	vOTU_00240896	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955178	phage_comp_108_cycle_1	Medium-quality	vOTU_02837847	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955178	phage_comp_52_cycle_1	Medium-quality	vOTU_00889555	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955178	phage_comp_5_cycle_1	Medium-quality	vOTU_06958372	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955178	phage_comp_68_cycle_1	Low-quality	vOTU_08530157	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955178	phage_comp_6_cycle_1	Not-determined	vOTU_08336630	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955178	phage_comp_93_cycle_1	Medium-quality	vOTU_01109968	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_101_cycle_1	Complete	vOTU_00651833	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_115_cycle_1	Low-quality	vOTU_02642566	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_129_cycle_1	Not-determined	vOTU_06515990	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_129_cycle_2	Not-determined	vOTU_06515990	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_137_cycle_1	High-quality	vOTU_01615557	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_143_cycle_1	Medium-quality	vOTU_01975989	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_157_cycle_1	Medium-quality	vOTU_04943273	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_176_cycle_1	High-quality	vOTU_08377358	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_178_cycle_1	Medium-quality	vOTU_02592345	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_188_cycle_1	High-quality	vOTU_07479808	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_218_cycle_1	Medium-quality	vOTU_04210724	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_245_cycle_1	High-quality	vOTU_01089283	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_32_cycle_1	Low-quality	vOTU_04145489	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_33_cycle_1	High-quality	vOTU_02622540	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_67_cycle_1	Medium-quality	vOTU_00219318	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_80_cycle_1	Medium-quality	vOTU_08673214	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__Autographiviridae	g__Berlinvirus	s__
ERS6955179	phage_comp_94_cycle_1	Complete	vOTU_07934227	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955179	phage_comp_97_cycle_1	High-quality	vOTU_00260741	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955180	phage_comp_32_cycle_1	Medium-quality	vOTU_02333278	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS6955180	phage_comp_6_cycle_1	Medium-quality	vOTU_04282238	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS9656246	phage_comp_10_cycle_1	Low-quality	vOTU_04256887	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS9656247	phage_comp_1_cycle_1	Medium-quality	vOTU_07090517	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS9656252	phage_comp_27_cycle_1	Medium-quality	vOTU_01163008	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS9656252	phage_comp_37_cycle_1	Medium-quality	vOTU_08577221	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS9656252	phage_comp_50_cycle_1	Medium-quality	vOTU_01393566	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS9656260	phage_comp_34_cycle_1	Medium-quality	vOTU_06242958	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_205_cycle_1	Low-quality	vOTU_08546977	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_217_cycle_1	Low-quality	vOTU_00694039	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_222_cycle_1	Not-determined	vOTU_05092549	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_226_cycle_1	Low-quality	vOTU_08336339	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_266_cycle_1	Low-quality	vOTU_02623535	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_338_cycle_1	Complete	vOTU_07966738	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_346_cycle_1	High-quality	vOTU_01858504	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_424_cycle_1	Medium-quality	vOTU_01413915	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_466_cycle_1	Low-quality	vOTU_08514736	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_507_cycle_1	Medium-quality	vOTU_04910119	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_568_cycle_1	Medium-quality	vOTU_02831009	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_575_cycle_1	High-quality	vOTU_00688765	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_653_cycle_1	Medium-quality	vOTU_01431463	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_665_cycle_1	High-quality	vOTU_01432262	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0002001	phage_comp_718_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0003001	phage_comp_105_cycle_2	Low-quality	vOTU_02626091	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003001	phage_comp_107_cycle_1	Not-determined	vOTU_00257388	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003001	phage_comp_136_cycle_1	Low-quality	vOTU_02626091	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003001	phage_comp_213_cycle_1	Low-quality	vOTU_08609821	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003001	phage_comp_421_cycle_1	Complete	vOTU_01948951	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003001	phage_comp_59_cycle_1	Low-quality	vOTU_07941361	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003001	phage_comp_88_cycle_1	Medium-quality	vOTU_02625764	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003001	phage_comp_90_cycle_1	Low-quality	vOTU_03400537	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003002	phage_comp_148_cycle_1	High-quality	vOTU_01674910	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003002	phage_comp_14_cycle_1	High-quality	vOTU_02623471	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003002	phage_comp_222_cycle_2	Low-quality	vOTU_01748256	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003002	phage_comp_238_cycle_1	Medium-quality	vOTU_00923589	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003002	phage_comp_329_cycle_1	Low-quality	vOTU_02822987	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003002	phage_comp_87_cycle_1	Not-determined	vOTU_07709149	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_129_cycle_1	Low-quality	vOTU_03884586	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_137_cycle_1	Medium-quality	vOTU_00660223	r__	k__	p__	c__	o__	f__	g__	s__
ERSX0003003	phage_comp_182_cycle_1	Not-determined	vOTU_02830538	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_193_cycle_1	Low-quality	vOTU_02823407	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_276_cycle_1	Low-quality	vOTU_01859657	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_283_cycle_1	Medium-quality	vOTU_00687515	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_316_cycle_1	Medium-quality	vOTU_06880105	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_391_cycle_1	Medium-quality	vOTU_08559798	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_469_cycle_1	High-quality	vOTU_05690841	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_473_cycle_1	Medium-quality	vOTU_02649654	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_482_cycle_1	Medium-quality	vOTU_02625764	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_491_cycle_1	Medium-quality	vOTU_01941009	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_495_cycle_1	Low-quality	vOTU_08504115	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_501_cycle_1	Complete	vOTU_02331329	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_623_cycle_1	Low-quality	vOTU_08556073	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_640_cycle_1	Medium-quality	vOTU_01637158	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_646_cycle_1	Medium-quality	vOTU_06113491	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_93_cycle_1	Not-determined	vOTU_08597744	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0003003	phage_comp_96_cycle_1	Complete	vOTU_01424143	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004002	phage_comp_14_cycle_1	Medium-quality	vOTU_07982143	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004006	phage_comp_3_cycle_1	Medium-quality	vOTU_00238023	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004011	phage_comp_34_cycle_1	Medium-quality	vOTU_01432476	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004011	phage_comp_49_cycle_1	Low-quality	vOTU_01221614	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004011	phage_comp_68_cycle_1	Medium-quality	vOTU_06902840	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004012	phage_comp_38_cycle_1	Low-quality	vOTU_02620891	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004013	phage_comp_28_cycle_1	Medium-quality	vOTU_03377686	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004015	phage_comp_26_cycle_1	Medium-quality	vOTU_01432476	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004015	phage_comp_41_cycle_1	Low-quality	vOTU_07705569	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004015	phage_comp_48_cycle_1	High-quality	vOTU_01628267	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004019	phage_comp_42_cycle_1	Medium-quality	vOTU_01431633	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004019	phage_comp_65_cycle_1	Low-quality	vOTU_04967320	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004025	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004026	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004027	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004028	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004030	phage_comp_13_cycle_1	Low-quality	vOTU_06242853	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004031	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004033	phage_comp_21_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004034	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004035	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004036	phage_comp_0_cycle_1	Complete	vOTU_07946094	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004037	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004038	phage_comp_21_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004039	phage_comp_0_cycle_1	Complete	vOTU_08669959	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__Alphatrevirus	s__
ERSX0004040	phage_comp_10_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004041	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004042	phage_comp_0_cycle_1	Complete	vOTU_08665923	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__Alphatrevirus	s__
ERSX0004043	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004044	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004045	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004046	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004047	phage_comp_0_cycle_1	Complete	vOTU_08665923	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__Alphatrevirus	s__
ERSX0004048	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004051	phage_comp_0_cycle_1	Complete	vOTU_08669959	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__Alphatrevirus	s__
ERSX0004054	phage_comp_0_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERSX0004057	phage_comp_55_cycle_1	Medium-quality	vOTU_01950627	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004058	phage_comp_35_cycle_1	Complete	vOTU_00513010	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004062	phage_comp_0_cycle_1	Not-determined	vOTU_06530846	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004066	phage_comp_66_cycle_1	Medium-quality	vOTU_01942607	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004067	phage_comp_46_cycle_1	Complete	vOTU_01547771	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004083	phage_comp_3_cycle_1	Low-quality	vOTU_02260584	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004086	phage_comp_13_cycle_1	Complete	vOTU_01177042	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004086	phage_comp_51_cycle_1	High-quality	vOTU_02705431	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004086	phage_comp_55_cycle_1	Medium-quality	vOTU_06814973	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004094	phage_comp_52_cycle_1	Complete	vOTU_00821517	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004096	phage_comp_34_cycle_1	Not-determined	vOTU_06213449	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004099	phage_comp_33_cycle_1	Medium-quality	vOTU_00697755	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004099	phage_comp_38_cycle_1	Medium-quality	vOTU_03568442	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004100	phage_comp_33_cycle_1	Medium-quality	vOTU_03568442	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004100	phage_comp_50_cycle_1	Low-quality	vOTU_00697755	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERSX0004103	phage_comp_18_cycle_1	Medium-quality	vOTU_02832704	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
