genome	accession	reference	gtdb_taxonomy	gtdb_genus	gtdb_species	ncbi_taxonomy	checkm2_completeness	checkm2_contamination	Host	Bin	Age_BP	Country	Continent	Industrialization	primary_cluster
GCA_003151535.1_20120700_P3D_genomic	GCA_003151535.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp003151535	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	95.53	1.45	reference genome						
GCA_963775495.1_MFD01716.bin.1.165_genomic	GCA_963775495.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp963775495	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	96.71	0.24	reference genome						
GCA_963763925.1_MFD05502.bin.2.123_genomic	GCA_963763925.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp963763925	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	78.8	1.46	reference genome						
GCA_049282035.1_MFD02790_ilm_asm_bin3_genomic	GCA_049282035.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp963829125	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	93.4	0.37	reference genome						
GCA_030539755.1_ASM3053975v1_genomic	GCA_030539755.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanosphaera	Methanosphaera sp003266065	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__	89.64	0.12	reference genome						
GCA_031280375.1_ASM3128037v1_genomic	GCA_031280375.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanovirga	Methanovirga procula	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Candidatus Methanovirga;s__Candidatus Methanovirga procula	84.78	0.47	reference genome						
GCA_963819205.1_MFD05377.bin.2.136_genomic	GCA_963819205.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp963819205	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	79.72	3.66	reference genome						
GCA_003162115.1_20100900_E2D_genomic	GCA_003162115.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp003162115	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	87.27	0.05	reference genome						
GCA_003162655.1_20100900_E2S_genomic	GCA_003162655.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp003162655	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	68.39	0.97	reference genome						
GCA_963733445.1_MFD01188.bin.1.48_genomic	GCA_963733445.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp963733445	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	93.44	0.5	reference genome						
GCA_963768755.1_MFD01476.bin.1.202_genomic	GCA_963768755.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp963768755	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	95.95	0.82	reference genome						
GCA_963740435.1_MFD02809.bin.1.192_genomic	GCA_963740435.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp963740435	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	96.12	0.29	reference genome						
GCF_000744455.1_ASM74445v1_genomic	GCF_000744455.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp000744455	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	97.24	0.07	reference genome						
GCA_028700095.1_ASM2870009v1_genomic	GCA_028700095.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp028700095	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	89.41	0.52	reference genome						
GCA_963831915.1_MFD05674.bin.1.100_genomic	GCA_963831915.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp963831915	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	95.43	1.77	reference genome						
GCA_963741475.1_MFD04716.bin.1.234_genomic	GCA_963741475.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp963741475	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	95.31	2.49	reference genome						
GCA_031289325.1_ASM3128932v1_genomic	GCA_031289325.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanovirga	Methanovirga meridionalis	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Candidatus Methanovirga;s__Candidatus Methanovirga meridionalis	92.51	0.14	reference genome						
GCA_963814425.1_MFD04716.bin.1.246_genomic	GCA_963814425.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp963814425	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	92.31	4.14	reference genome						
GCA_036803605.1_ASM3680360v1_genomic	GCA_036803605.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp036803605	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	71.61	0.36	reference genome						
GCA_963771995.1_MFD01476.bin.2.82_genomic	GCA_963771995.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp963771995	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	87.98	2.44	reference genome						
GCA_031289975.1_ASM3128997v1_genomic	GCA_031289975.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanovirga	Methanovirga sp031289975	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	84.6	0.05	reference genome						
GCA_031282205.1_ASM3128220v1_genomic	GCA_031282205.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanovirga	Methanovirga aequatorialis	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Candidatus Methanovirga;s__Candidatus Methanovirga aequatorialis	85.51	0.2	reference genome						
GCA_031284445.1_ASM3128444v1_genomic	GCA_031284445.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanovirga	Methanovirga basalitermitum	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Candidatus Methanovirga;s__Candidatus Methanovirga basalitermitum	84.93	0.53	reference genome						
GCA_031284925.1_ASM3128492v1_genomic	GCA_031284925.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanovirga	Methanovirga sp031284925	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	63.6	0	reference genome						
GCF_001639265.1_ASM163926v1_genomic	GCF_001639265.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanacia	Methanacia filiformis	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter filiformis	92.85	0	reference genome						
GCF_001639285.1_ASM163928v1_genomic	GCF_001639285.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobaculum	Methanobaculum cuticulare	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter cuticularis	94.69	0.33	reference genome						
GCF_001639295.1_ASM163929v1_genomic	GCF_001639295.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanoflexus	Methanoflexus curvatus	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter curvatus	94.89	0	reference genome						
GCA_964431035.1_SRP278969_co2_34_genomic	GCA_964431035.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter_A	Methanobrevibacter_A sp964431035	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	92.77	0.06	reference genome						
GCA_003266145.1_ASM326614v1_genomic	GCA_003266145.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanosphaera	Methanosphaera sp003266145	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__	86.27	0.5	reference genome						
GCA_964547125.1_SRP278969_co2_620_genomic	GCA_964547125.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter_A	Methanobrevibacter_A sp964547125	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	85.22	0.07	reference genome						
GCA_900314635.1_Rumen_uncultured_genome_RUG020_genomic	GCA_900314635.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp900314635	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	96.84	0.51	reference genome						
GCA_900321995.1_Rumen_uncultured_genome_RUG748_genomic	GCA_900321995.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp900321995	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	77.54	3.23	reference genome						
GCA_946611495.1_SRR873602_bin.12_metaWRAP_v1.3_MAG_genomic	GCA_946611495.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp946611495	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	62.84	1.49	reference genome						
GCF_001563245.1_ASM156324v1_genomic	GCF_001563245.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter olleyae	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter olleyae	99.83	0.29	reference genome						
GCA_016838945.1_ASM1683894v1_genomic	GCA_016838945.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp016838945	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	99.55	1.22	reference genome						
GCA_024413795.1_ASM2441379v1_genomic	GCA_024413795.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp902774685	d__Archaea;p__;c__;o__;f__;g__;s__	93.31	0.55	reference genome						
GCF_045577275.1_ASM4557727v1_genomic	GCF_045577275.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp045577275	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	92.45	1.96	reference genome						
GCA_905235495.1_RUG30241_genomic	GCA_905235495.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp905235495	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	73.22	2.28	reference genome						
GCA_016291275.1_ASM1629127v1_genomic	GCA_016291275.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp016291275	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	72.99	1.69	reference genome						
GCF_003268005.1_ASM326800v1_genomic	GCF_003268005.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanosphaera	Methanosphaera sp003268005	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__	99.96	0.19	reference genome						
GCF_937898925.1_SRR6425803_bin.102_CONCOCT_v1.1_MAG_genomic	GCF_937898925.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp937898925	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	95.44	0.3	reference genome						
GCA_045590695.1_ASM4559069v1_genomic	GCA_045590695.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp045590695	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	87.14	0.07	reference genome						
GCF_051877175.1_ASM5187717v1_genomic	GCF_051877175.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium_A	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter ruminantium	99.57	0	reference genome						
GCF_902784195.1_Rumen_uncultured_genome_RUG12946_genomic	GCF_902784195.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp902784195	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	99.77	0.25	reference genome						
GCA_015063035.1_ASM1506303v1_genomic	GCA_015063035.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter olleyae_A	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter olleyae	95.56	1.74	reference genome						
GCF_017432245.1_ASM1743224v1_genomic	GCF_017432245.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp017432245	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	86.91	0.89	reference genome						
GCF_017410345.1_ASM1741034v1_genomic	GCF_017410345.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp017410345	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	95.75	0.04	reference genome						
GCA_017404125.1_ASM1740412v1_genomic	GCA_017404125.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp017404125	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	68.43	3.01	reference genome						
GCA_030539935.1_ASM3053993v1_genomic	GCA_030539935.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp030539935	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	75.07	0.01	reference genome						
GCF_902769175.1_Rumen_uncultured_genome_RUG11428_genomic	GCF_902769175.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp902769175	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	88.46	0.89	reference genome						
GCA_015062825.1_ASM1506282v1_genomic	GCA_015062825.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae_A	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae	99.9	1.72	reference genome						
GCF_000024185.1_ASM2418v1_genomic	GCF_000024185.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter ruminantium	99.84	0.36	reference genome						
GCF_937906425.1_ERR1278103_bin.200_CONCOCT_v1.1_MAG_genomic	GCF_937906425.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp937906425	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	93.45	0.16	reference genome						
GCA_900315655.1_Rumen_uncultured_genome_RUG120_genomic	GCA_900315655.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanarmilla	Methanarmilla sp900314605	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	99.04	0.72	reference genome						
GCF_905235195.1_RUG30209_genomic	GCF_905235195.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanarmilla	Methanarmilla sp905235195	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	96.26	1.17	reference genome						
GCA_964418715.1_SRP278969_co1_116_genomic	GCA_964418715.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanarmilla	Methanarmilla sp964418715	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	90.95	2.09	reference genome						
GCF_000404165.1_ASM40416v1_genomic	GCF_000404165.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanarmilla	Methanarmilla boviskoreani	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	99.9	0.47	reference genome						
GCA_051876995.1_ASM5187699v1_genomic	GCA_051876995.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanarmilla	Methanarmilla sp051876995	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	84.91	0.48	reference genome						
GCA_029012665.1_ASM2901266v1_genomic	GCA_029012665.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanarmilla	Methanarmilla wolinii	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter wolinii	99.82	0.07	reference genome						
GCA_051892775.1_ASM5189277v1_genomic	GCA_051892775.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanarmilla	Methanarmilla sp051892775	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	95.35	0.16	reference genome						
GCF_002208625.1_ASM220862v1_genomic	GCF_002208625.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanarmilla	Methanarmilla sp002208625	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	99.95	0.1	reference genome						
GCA_003266075.1_ASM326607v1_genomic	GCA_003266075.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanosphaera	Methanosphaera sp003266075	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__	70.81	0.83	reference genome						
GCF_963082475.1_Q8282_genomic	GCF_963082475.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp963082495	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	99.93	0.2	reference genome						
GCA_045628665.1_ASM4562866v1_genomic	GCA_045628665.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp024413395	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	81.92	0	reference genome						
GCF_902406285.1_UHGG_MGYG-HGUT-04283_genomic	GCF_902406285.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella woesei	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	99.32	0.3	reference genome						
GCF_959607185.1_SRR16280058_bin.44_MetaWRAP_v1.3_MAG_genomic	GCF_959607185.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp900766745	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	98.05	0.03	reference genome						
GCA_002496065.1_ASM249606v1_genomic	GCA_002496065.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp002496065	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	66.4	1.79	reference genome						
GCF_030539665.1_ASM3053966v1_genomic	GCF_030539665.1	RS	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp030539665	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	95.33	0.47	reference genome						
GCA_021442885.1_ASM2144288v1_genomic	GCA_021442885.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp021442885	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	77.48	0.1	reference genome						
GCA_964411035.1_SRP330255_co2_57_genomic	GCA_964411035.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanocatella	Methanocatella sp964411035	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	76.27	1.28	reference genome						
GCA_946542835.1_SRR1267595_bin.3_metaWRAP_v1.3_MAG_genomic	GCA_946542835.1	GB	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	Methanosphaera	Methanosphaera sp11921u	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	95.09	0.1	reference genome						
