project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_host	sample_age	sample_age_doi	community_type	material	archive	archive_project	archive_sample_accession	library_name	strand_type	library_treatment	instrument_model	library_layout	library_strategy	read_count	archive_data_accession	download_links	download_md5s
Fagernas2022	2022	10.1093/femsmc/xtac006	Camino del Molino	38.102	-1.865	Spain	CDM051.R	Homo sapiens	4700	10.1093/femsmc/xtac006	oral	dental calculus	ENA	PRJEB46022	ERS6636163	CDM051.R0101.SG1.1	double	half-udg	NextSeq 500	PAIRED	WGS	12523439	ERR6178970	ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/000/ERR6178970/ERR6178970.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/000/ERR6178970/ERR6178970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/000/ERR6178970/ERR6178970_2.fastq.gz	07d8ddb8ba698b1be3f3563448bc4fe9;038adf187cbdeff227110fa1872d11ba;a35fcd056d0793d6b9a1b0b6d3e5274c
Fagernas2022	2022	10.1093/femsmc/xtac006	Camino del Molino	38.102	-1.865	Spain	CDM051.S	Homo sapiens	4700	10.1093/femsmc/xtac006	oral	dental calculus	ENA	PRJEB46022	ERS6636164	CDM051.S0101.SG1.1	double	half-udg	NextSeq 500	PAIRED	WGS	12329870	ERR6178972	ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/002/ERR6178972/ERR6178972.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/002/ERR6178972/ERR6178972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/002/ERR6178972/ERR6178972_2.fastq.gz	91b13fc3242f183ab49bcd40bb1a664c;59e9d52a2eaa16f55b9494937a3eb545;d7fbc108d8eed8597bd71efd9564c481
Fagernas2022	2022	10.1093/femsmc/xtac006	Camino del Molino	38.102	-1.865	Spain	CDM051.U	Homo sapiens	4700	10.1093/femsmc/xtac006	oral	dental calculus	ENA	PRJEB46022	ERS6636165	CDM051.U0101.SG1.1	double	half-udg	NextSeq 500	PAIRED	WGS	12725144	ERR6178974	ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/004/ERR6178974/ERR6178974.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/004/ERR6178974/ERR6178974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/004/ERR6178974/ERR6178974_2.fastq.gz	9d052a3f71f14f9f4397b7b41e08fdc9;394307f3503a54f45c8e41a464dce72f;62099d649cf981cdbc2192784594ea32
Fagernas2022	2022	10.1093/femsmc/xtac006	Camino del Molino	38.102	-1.865	Spain	CDM051.V	Homo sapiens	4700	10.1093/femsmc/xtac006	oral	dental calculus	ENA	PRJEB46022	ERS6636166	CDM051.V0101.SG1.1	double	half-udg	NextSeq 500	PAIRED	WGS	9956395	ERR6178975	ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/005/ERR6178975/ERR6178975.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/005/ERR6178975/ERR6178975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/005/ERR6178975/ERR6178975_2.fastq.gz	e798e20fdbffcd2718182cc259b18f8f;6722d4a12d181349a9ec9c853ebc02bf;e1459fec23ded0680108ca6534c93aa1
Fagernas2022	2022	10.1093/femsmc/xtac006	Camino del Molino	38.102	-1.865	Spain	CDM051.Z	Homo sapiens	4700	10.1093/femsmc/xtac006	oral	dental calculus	ENA	PRJEB46022	ERS6636167	CDM051.Z0101.SG1.1	double	half-udg	NextSeq 500	PAIRED	WGS	13638525	ERR6178977	ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/007/ERR6178977/ERR6178977.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/007/ERR6178977/ERR6178977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/007/ERR6178977/ERR6178977_2.fastq.gz	4a792c34b5859f18d41c84fe3f45acce;af4890a69dfbc617aab3a5294c2453b6;36e3a573712c9c37415a36f0b1132099
Fagernas2022	2022	10.1093/femsmc/xtac006	Camino del Molino	38.102	-1.865	Spain	CDM052.F	Homo sapiens	4700	10.1093/femsmc/xtac006	oral	dental calculus	ENA	PRJEB46022	ERS6636168	CDM052.F0101.SG1.1	double	half-udg	NextSeq 500	PAIRED	WGS	10814932	ERR6178978	ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/008/ERR6178978/ERR6178978.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/008/ERR6178978/ERR6178978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/008/ERR6178978/ERR6178978_2.fastq.gz	7e831135515e364c926b93b479bb1b3e;c4e3f1e75bb59d61ebf87d8043341699;f74e4bba7e269241f1ca4e2a0e66c385
Fagernas2022	2022	10.1093/femsmc/xtac006	Camino del Molino	38.102	-1.865	Spain	CDM052.I	Homo sapiens	4700	10.1093/femsmc/xtac006	oral	dental calculus	ENA	PRJEB46022	ERS6636169	CDM052.I0101.SG1.1	double	half-udg	NextSeq 500	PAIRED	WGS	8867967	ERR6178980	ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/000/ERR6178980/ERR6178980.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/000/ERR6178980/ERR6178980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/000/ERR6178980/ERR6178980_2.fastq.gz	89883159e677e44e00a2dc0a62b20da1;6f63cf4bde60b0d985458eff24d4cce4;1730532bee90f897c67d7a369a2ceca6
Fagernas2022	2022	10.1093/femsmc/xtac006	Camino del Molino	38.102	-1.865	Spain	CDM052.J	Homo sapiens	4700	10.1093/femsmc/xtac006	oral	dental calculus	ENA	PRJEB46022	ERS6636170	CDM052.J0101.SG1.1	double	half-udg	NextSeq 500	PAIRED	WGS	12080869	ERR6178982	ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/002/ERR6178982/ERR6178982.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/002/ERR6178982/ERR6178982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/002/ERR6178982/ERR6178982_2.fastq.gz	46e8c6a8a25d04219dd0422d2a11bc33;0fe9a596b2c190bfc61cc51608d30531;e213cfd028f890c1b6577595ea1775e9
Fagernas2022	2022	10.1093/femsmc/xtac006	Camino del Molino	38.102	-1.865	Spain	CDM052.K	Homo sapiens	4700	10.1093/femsmc/xtac006	oral	dental calculus	ENA	PRJEB46022	ERS6636171	CDM052.K0101.SG1.1	double	half-udg	NextSeq 500	PAIRED	WGS	13394989	ERR6178984	ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/004/ERR6178984/ERR6178984.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/004/ERR6178984/ERR6178984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/004/ERR6178984/ERR6178984_2.fastq.gz	cd72561e565bf808b77a3f5e02c0e9e0;81c51ec4d0ee7d5b63099d2d9ea4a15e;d7471abce769f0a5f15396f17383a2a5
Fagernas2022	2022	10.1093/femsmc/xtac006	Camino del Molino	38.102	-1.865	Spain	CDM052.M	Homo sapiens	4700	10.1093/femsmc/xtac006	oral	dental calculus	ENA	PRJEB46022	ERS6636172	CDM052.M0101.SG1.1	double	half-udg	NextSeq 500	PAIRED	WGS	11039644	ERR6178985	ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/005/ERR6178985/ERR6178985.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/005/ERR6178985/ERR6178985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/005/ERR6178985/ERR6178985_2.fastq.gz	0afa939886029dfaa01605480eedd906;92708efd5e0593679cceb15dcc44014b;dd006fe1608eb9293f9fb73fa8b1478b
Fagernas2022	2022	10.1093/femsmc/xtac006	Camino del Molino	38.102	-1.865	Spain	CDM052.N	Homo sapiens	4700	10.1093/femsmc/xtac006	oral	dental calculus	ENA	PRJEB46022	ERS6636173	CDM052.N0101.SG1.1	double	half-udg	NextSeq 500	PAIRED	WGS	10642833	ERR6178987	ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/007/ERR6178987/ERR6178987.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/007/ERR6178987/ERR6178987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR617/007/ERR6178987/ERR6178987_2.fastq.gz	460d6393c33cba427ead52f3fddb7ff3;b8ba173c93f66c2074e3b8e2b0db6f57;95ae9c716077e7b79d8419fdaa3b37f3
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB001	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702721	CMB001.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	5805834	ERR9612721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/001/ERR9612721/ERR9612721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/001/ERR9612721/ERR9612721_2.fastq.gz	e36e40f1c7860b51ca3378b8fb826318;414ba78f3907912613e3a9ea5b583c44
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB001	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702721	CMB001.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	6283366	ERR9612722	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/002/ERR9612722/ERR9612722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/002/ERR9612722/ERR9612722_2.fastq.gz	4ab35c32277d72bee81165ca531fd296;700239bddba9e8751eec239621188e6e
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB002	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702722	CMB002.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	7010748	ERR9612723	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/003/ERR9612723/ERR9612723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/003/ERR9612723/ERR9612723_2.fastq.gz	44183f68452a867e8080216fcff43cbf;a85bd54067bda1f08c38bc137727016d
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB002	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702722	CMB002.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	7552862	ERR9612724	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/004/ERR9612724/ERR9612724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/004/ERR9612724/ERR9612724_2.fastq.gz	6fd0c5ca02df8de4ccd2f3eadc984bf3;05ca5cd9f40b8da19f3aae5cf12ed6f2
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB003	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702723	CMB003.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	7009062	ERR9612725	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/005/ERR9612725/ERR9612725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/005/ERR9612725/ERR9612725_2.fastq.gz	a3671c9219c494492c6d1a307f6bc099;77052a131087443bddc71bf611ffa2c0
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB003	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702723	CMB003.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	7526358	ERR9612726	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/006/ERR9612726/ERR9612726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/006/ERR9612726/ERR9612726_2.fastq.gz	884ff3f1a165e6ab0012eaca02e6b463;96d6d8cebbb90ec5de80a9b78d9b789c
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB004	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702724	CMB004.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	6101712	ERR9612727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/007/ERR9612727/ERR9612727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/007/ERR9612727/ERR9612727_2.fastq.gz	683b7cccc1d9829dd0f9a3f76e3a35a9;9a8108c832118d090445a3bbe52f4c66
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB004	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702724	CMB004.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	6570792	ERR9612728	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/008/ERR9612728/ERR9612728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/008/ERR9612728/ERR9612728_2.fastq.gz	67750846a29236510f0d08353e6c089f;f305dfbabf013050ad4f91f03fc2a30d
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB005	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702725	CMB005.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	6320982	ERR9612729	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/009/ERR9612729/ERR9612729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/009/ERR9612729/ERR9612729_2.fastq.gz	c01064f1c5f777a57d6f5cd4a99300a3;32460b9819c523a61b67afda1ecbacf3
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB005	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702725	CMB005.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	6954208	ERR9612730	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/000/ERR9612730/ERR9612730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/000/ERR9612730/ERR9612730_2.fastq.gz	970238a284dbe5eaeeab63dbf3b05c06;e53b8a7e1e2da7d17c496215a115192f
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB006	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702726	CMB006.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	6984556	ERR9612731	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/001/ERR9612731/ERR9612731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/001/ERR9612731/ERR9612731_2.fastq.gz	06c14e0be0fe9c86b0f10cb730559ef1;38d5e45602d2b35452dbd7017ffabb2e
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB006	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702726	CMB006.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	7512690	ERR9612732	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/002/ERR9612732/ERR9612732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/002/ERR9612732/ERR9612732_2.fastq.gz	b3905c32105c089c204adaf85ee129f2;376cc46c3d067c5446076b1c14a5a60a
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB007	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702727	CMB007.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	5792820	ERR9612733	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/003/ERR9612733/ERR9612733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/003/ERR9612733/ERR9612733_2.fastq.gz	1053d045c3fdbc2bf3a10a8caacdfa7e;9942721a6e0e71a18efeb4c40e615a6d
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB007	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702727	CMB007.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	6247748	ERR9612734	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/004/ERR9612734/ERR9612734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/004/ERR9612734/ERR9612734_2.fastq.gz	86561c1afc0c0e93c52e6ba50d9e21b6;42416288e6ccbbea390208785c976592
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB008	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702728	CMB008.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	6773946	ERR9612735	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/005/ERR9612735/ERR9612735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/005/ERR9612735/ERR9612735_2.fastq.gz	a51dfc906beb6b5a07e47823bfc8c0e3;f41a502d29a44fef551663fa1f6380a8
Velsko2022	2022	10.1093/pnasnexus/pgac148	Convento de los Mercedarios de Burtzeña	43.182	-2.573	Spain	CMB008	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702728	CMB008.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	7220178	ERR9612736	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/006/ERR9612736/ERR9612736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/006/ERR9612736/ERR9612736_2.fastq.gz	b84b143525800e3a7547ed50722f6970;182d394b2f722e0f7e2a4c737a637b9e
Velsko2022	2022	10.1093/pnasnexus/pgac148	El Raval	38.247	-0.808	Spain	ELR003	Homo sapiens	500	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702729	ELR003.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	15838746	ERR9612737	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/007/ERR9612737/ERR9612737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/007/ERR9612737/ERR9612737_2.fastq.gz	de6e4ad737ff5a8d45c751fd64784f21;bd3e94d8ee1798b12a1243178515bd78
Velsko2022	2022	10.1093/pnasnexus/pgac148	El Raval	38.247	-0.808	Spain	ELR004	Homo sapiens	500	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702730	ELR004.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	9423550	ERR9612738	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/008/ERR9612738/ERR9612738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/008/ERR9612738/ERR9612738_2.fastq.gz	c2e9fa715d536648dd1401f2f7fa6889;e45491a18faa968736c4da97ee37898d
Velsko2022	2022	10.1093/pnasnexus/pgac148	El Raval	38.247	-0.808	Spain	ELR006	Homo sapiens	500	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702731	ELR006.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	26887074	ERR9612739	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/009/ERR9612739/ERR9612739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/009/ERR9612739/ERR9612739_2.fastq.gz	dac371aec0922334f2fb99a4ce202325;a83c03076b9906bd66fabae46a836b4e
Velsko2022	2022	10.1093/pnasnexus/pgac148	El Raval	38.247	-0.808	Spain	ELR008	Homo sapiens	500	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702732	ELR008.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	29000634	ERR9612740	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/000/ERR9612740/ERR9612740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/000/ERR9612740/ERR9612740_2.fastq.gz	30fc85009e603439ec0689ba4a792cb0;0119b3f0e2b6a556c420e1f05cbed81e
Velsko2022	2022	10.1093/pnasnexus/pgac148	El Raval	38.247	-0.808	Spain	ELR010	Homo sapiens	500	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702733	ELR010.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	22950616	ERR9612741	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/001/ERR9612741/ERR9612741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/001/ERR9612741/ERR9612741_2.fastq.gz	a9478bc32b345b693e48b6cb3d19f6aa;d7e957f2bfadb9d8151471a7235694a7
Velsko2022	2022	10.1093/pnasnexus/pgac148	Iglesia de la Virgen de la Estrella	38.696	-2.862	Spain	IVE002	Homo sapiens	900	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702734	IVE002.B0101	double	half-udg	NextSeq 500	PAIRED	WGS	24861732	ERR9612742	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/002/ERR9612742/ERR9612742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/002/ERR9612742/ERR9612742_2.fastq.gz	a8619093adab60edbd274ac0ece2e66b;31a46e65f2cd045bb6439e1bff342082
Velsko2022	2022	10.1093/pnasnexus/pgac148	Iglesia de la Virgen de la Estrella	38.696	-2.862	Spain	IVE003	Homo sapiens	900	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702735	IVE003.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	16158566	ERR9612743	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/003/ERR9612743/ERR9612743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/003/ERR9612743/ERR9612743_2.fastq.gz	44bfe50a469ff648b34fa3bf0aed71f2;39008c69d1bc391042ee0087f4005c19
Velsko2022	2022	10.1093/pnasnexus/pgac148	Iglesia de la Virgen de la Estrella	38.696	-2.862	Spain	IVE005	Homo sapiens	900	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702736	IVE005.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	15844074	ERR9612744	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/004/ERR9612744/ERR9612744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/004/ERR9612744/ERR9612744_2.fastq.gz	d6cf6b30aeecb15e9ae8b5fef3ae51b6;76c9978fa929331915bd69de65398a30
Velsko2022	2022	10.1093/pnasnexus/pgac148	Iglesia de la Virgen de la Estrella	38.696	-2.862	Spain	IVE005	Homo sapiens	900	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702737	IVE005.B0101	double	half-udg	NextSeq 500	PAIRED	WGS	27595540	ERR9612745	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/005/ERR9612745/ERR9612745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/005/ERR9612745/ERR9612745_2.fastq.gz	0177e76c3c83d3bfbc1831013828d5c0;8135e722817559b137882a48abd819d9
Velsko2022	2022	10.1093/pnasnexus/pgac148	Iglesia de la Virgen de la Estrella	38.696	-2.862	Spain	IVE007	Homo sapiens	900	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702738	IVE007.B0101	double	half-udg	NextSeq 500	PAIRED	WGS	26132486	ERR9612746	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/006/ERR9612746/ERR9612746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/006/ERR9612746/ERR9612746_2.fastq.gz	e96cacf00701192d09dfe64f565ba7eb;75d05045aee2c7eb3cee41e60b0c0dd8
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID022	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702739	MID022.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	9790390	ERR9612747	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/007/ERR9612747/ERR9612747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/007/ERR9612747/ERR9612747_2.fastq.gz	36c75c9af1805ac20fbd94c1b294a749;7977f7f4f01b7dfa5fa52ad6178775ed
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID022	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702739	MID022.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	10447048	ERR9612748	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/008/ERR9612748/ERR9612748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/008/ERR9612748/ERR9612748_2.fastq.gz	71dacdfcb253647e14b59ed076272bb8;52113fedcec0b0f1e19fae9c691929ce
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID023	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702740	MID023.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	7080684	ERR9612749	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/009/ERR9612749/ERR9612749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/009/ERR9612749/ERR9612749_2.fastq.gz	7960f2c867235b755e2ae5a4172c7b91;26a5d189ecef31f9fe4224fd9756514d
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID023	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702740	MID023.A0101	double	half-udg	NextSeq 500	PAIRED	WGS	7507372	ERR9612750	ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/000/ERR9612750/ERR9612750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR961/000/ERR9612750/ERR9612750_2.fastq.gz	92a979d6641970aab9e15b1ac00069b9;84c62e748e1ddf6120bbfff8ff693d92
